,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Note,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
758,1259424.015,08/29/2017,316400,WV,Complaint,Partial,,452112,1,Walmart,Walmart,2012-12-31,2022-12-31,CLOSED,1259424.015,316400,08/29/2017,"Walmart
			   520 N. Jefferson StreetLewisburg, WV 24901","520 N. Jefferson Street, Lewisburg, WV 24901",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/29/2017,,10/27/2017,1259424.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$3,000",$0,"$3,000",1259424.015
759,1259424.015,08/29/2017,316400,WV,Complaint,Partial,,452112,1,Walmart,Walmart,2012-12-31,2022-12-31,CLOSED,1259424.015,316400,08/29/2017,"Walmart
			   520 N. Jefferson StreetLewisburg, WV 24901","520 N. Jefferson Street, Lewisburg, WV 24901",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/29/2017,,10/27/2017,1259424.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1259424.015
760,1253084.015,08/03/2017,452110,KY,Complaint,Partial,5311.0,452112,1,59294 - Walmart Stores Inc,Walmart,2012-12-31,2022-12-31,CLOSED,1253084.015,452110,08/03/2017,"59294 - Walmart Stores Inc
			   1550 Nashville Rd.Franklin, KY 42134","1550 Nashville Rd., Franklin, KY 42134",NonUnion,5311.0,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/17/2017,,03/21/2018,1253084.015,,,,,,,,,,Initial Violations,,,,1,,1,1253084.015
761,1253084.015,08/03/2017,452110,KY,Complaint,Partial,5311.0,452112,1,59294 - Walmart Stores Inc,Walmart,2012-12-31,2022-12-31,CLOSED,1253084.015,452110,08/03/2017,"59294 - Walmart Stores Inc
			   1550 Nashville Rd.Franklin, KY 42134","1550 Nashville Rd., Franklin, KY 42134",NonUnion,5311.0,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/17/2017,,03/21/2018,1253084.015,,,,,,,,,,Current Violations,,,,1,,1,1253084.015
762,1253084.015,08/03/2017,452110,KY,Complaint,Partial,5311.0,452112,1,59294 - Walmart Stores Inc,Walmart,2012-12-31,2022-12-31,CLOSED,1253084.015,452110,08/03/2017,"59294 - Walmart Stores Inc
			   1550 Nashville Rd.Franklin, KY 42134","1550 Nashville Rd., Franklin, KY 42134",NonUnion,5311.0,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/17/2017,,03/21/2018,1253084.015,,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1253084.015
763,1253084.015,08/03/2017,452110,KY,Complaint,Partial,5311.0,452112,1,59294 - Walmart Stores Inc,Walmart,2012-12-31,2022-12-31,CLOSED,1253084.015,452110,08/03/2017,"59294 - Walmart Stores Inc
			   1550 Nashville Rd.Franklin, KY 42134","1550 Nashville Rd., Franklin, KY 42134",NonUnion,5311.0,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/17/2017,,03/21/2018,1253084.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1253084.015
764,1253084.015,08/03/2017,452110,KY,Complaint,Partial,5311.0,452112,1,59294 - Walmart Stores Inc,Walmart,2012-12-31,2022-12-31,CLOSED,1253084.015,452110,08/03/2017,"59294 - Walmart Stores Inc
			   1550 Nashville Rd.Franklin, KY 42134","1550 Nashville Rd., Franklin, KY 42134",NonUnion,5311.0,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/17/2017,,03/21/2018,1253084.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1253084.015
765,1251641.015,08/02/2017,418300,AL,Complaint,Partial,,445110,1,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1251641.015,418300,08/02/2017,"Walmart, Inc.
			   2200 Sparkman Drive NwHuntsville, AL 35810","2200 Sparkman Drive Nw, Huntsville, AL 35810",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,08/02/2017,,05/20/2022,1251641.015,,,,,,,,,,Initial Violations,1,,,,,1,1251641.015
766,1251641.015,08/02/2017,418300,AL,Complaint,Partial,,445110,1,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1251641.015,418300,08/02/2017,"Walmart, Inc.
			   2200 Sparkman Drive NwHuntsville, AL 35810","2200 Sparkman Drive Nw, Huntsville, AL 35810",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,08/02/2017,,05/20/2022,1251641.015,,,,,,,,,,Current Violations,1,,,,,1,1251641.015
767,1251641.015,08/02/2017,418300,AL,Complaint,Partial,,445110,1,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1251641.015,418300,08/02/2017,"Walmart, Inc.
			   2200 Sparkman Drive NwHuntsville, AL 35810","2200 Sparkman Drive Nw, Huntsville, AL 35810",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,08/02/2017,,05/20/2022,1251641.015,,,,,,,,,,Initial Penalty,"$6,542",$0,$0,$0,$0,"$6,542",1251641.015
768,1251641.015,08/02/2017,418300,AL,Complaint,Partial,,445110,1,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1251641.015,418300,08/02/2017,"Walmart, Inc.
			   2200 Sparkman Drive NwHuntsville, AL 35810","2200 Sparkman Drive Nw, Huntsville, AL 35810",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,08/02/2017,,05/20/2022,1251641.015,,,,,,,,,,Current Penalty,"$6,542",$0,$0,$0,$0,"$6,542",1251641.015
769,1251641.015,08/02/2017,418300,AL,Complaint,Partial,,445110,1,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1251641.015,418300,08/02/2017,"Walmart, Inc.
			   2200 Sparkman Drive NwHuntsville, AL 35810","2200 Sparkman Drive Nw, Huntsville, AL 35810",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,08/02/2017,,05/20/2022,1251641.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1251641.015
770,1241743.015,06/22/2017,830600,CO,Planned,Partial,,811191,1,Walmart,Walmart,2012-12-31,2022-12-31,CLOSED,1241743.015,830600,06/22/2017,"Walmart
			   19600 E Us Hwy 24Woodland Park, CO 80863","19600 E Us Hwy 24, Woodland Park, CO 80863",NonUnion,,811191/Automotive Oil Change and Lubrication Shops,Planned,Partial,N,Private,Safety,06/22/2017,P,09/26/2017,1241743.015,,,,,,,,,,Initial Violations,1,,,,,1,1241743.015
771,1241743.015,06/22/2017,830600,CO,Planned,Partial,,811191,1,Walmart,Walmart,2012-12-31,2022-12-31,CLOSED,1241743.015,830600,06/22/2017,"Walmart
			   19600 E Us Hwy 24Woodland Park, CO 80863","19600 E Us Hwy 24, Woodland Park, CO 80863",NonUnion,,811191/Automotive Oil Change and Lubrication Shops,Planned,Partial,N,Private,Safety,06/22/2017,P,09/26/2017,1241743.015,,,,,,,,,,Current Violations,1,,,,,1,1241743.015
772,1241743.015,06/22/2017,830600,CO,Planned,Partial,,811191,1,Walmart,Walmart,2012-12-31,2022-12-31,CLOSED,1241743.015,830600,06/22/2017,"Walmart
			   19600 E Us Hwy 24Woodland Park, CO 80863","19600 E Us Hwy 24, Woodland Park, CO 80863",NonUnion,,811191/Automotive Oil Change and Lubrication Shops,Planned,Partial,N,Private,Safety,06/22/2017,P,09/26/2017,1241743.015,,,,,,,,,,Initial Penalty,"$9,054",$0,$0,$0,$0,"$9,054",1241743.015
773,1241743.015,06/22/2017,830600,CO,Planned,Partial,,811191,1,Walmart,Walmart,2012-12-31,2022-12-31,CLOSED,1241743.015,830600,06/22/2017,"Walmart
			   19600 E Us Hwy 24Woodland Park, CO 80863","19600 E Us Hwy 24, Woodland Park, CO 80863",NonUnion,,811191/Automotive Oil Change and Lubrication Shops,Planned,Partial,N,Private,Safety,06/22/2017,P,09/26/2017,1241743.015,,,,,,,,,,Current Penalty,"$9,054",$0,$0,$0,$0,"$9,054",1241743.015
774,1241743.015,06/22/2017,830600,CO,Planned,Partial,,811191,1,Walmart,Walmart,2012-12-31,2022-12-31,CLOSED,1241743.015,830600,06/22/2017,"Walmart
			   19600 E Us Hwy 24Woodland Park, CO 80863","19600 E Us Hwy 24, Woodland Park, CO 80863",NonUnion,,811191/Automotive Oil Change and Lubrication Shops,Planned,Partial,N,Private,Safety,06/22/2017,P,09/26/2017,1241743.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1241743.015
775,1236205.015,05/31/2017,950644,CA,Accident,Partial,,452910,1,Walmart Incorporated,Walmart,2012-12-31,2022-12-31,OPEN,1236205.015,950644,05/31/2017,"Walmart Incorporated
			   4901 Santa Anita Ave.El Monte, CA 91731","4901 Santa Anita Ave., El Monte, CA 91731",NonUnion,,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,10/05/2017,,,1236205.015,95965.015,05/18/2017,Employee Loses Control Over Forklift And Fractures Leg,Ca Monrovia District Office, ,"At 1:00 a.m. on May 18, 2017, an employee was restocking a restaurant aisle usin g a stand-up forklift.  The employee was making a left turn when she lost contro l and crashed into a refrigerator/cooler.  The employee suffered multiple fractu res to her leg and was hospitalized.","fracture, leg, lost control, powered industrial vehicle","The following inspection has not been indicated as closed. Please be aware that the information shown may change, e.g. violations may be added or deleted.  For open cases, in which a citation has been issued, the citation information may not be available for 5 days following receipt by the employer for Federal inspections or for 30 days following receipt by the employer for State inspections.",,Initial Violations,,,,1,,1,1236205.015
776,1236205.015,05/31/2017,950644,CA,Accident,Partial,,452910,1,Walmart Incorporated,Walmart,2012-12-31,2022-12-31,OPEN,1236205.015,950644,05/31/2017,"Walmart Incorporated
			   4901 Santa Anita Ave.El Monte, CA 91731","4901 Santa Anita Ave., El Monte, CA 91731",NonUnion,,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,10/05/2017,,,1236205.015,95965.015,05/18/2017,Employee Loses Control Over Forklift And Fractures Leg,Ca Monrovia District Office, ,"At 1:00 a.m. on May 18, 2017, an employee was restocking a restaurant aisle usin g a stand-up forklift.  The employee was making a left turn when she lost contro l and crashed into a refrigerator/cooler.  The employee suffered multiple fractu res to her leg and was hospitalized.","fracture, leg, lost control, powered industrial vehicle","The following inspection has not been indicated as closed. Please be aware that the information shown may change, e.g. violations may be added or deleted.  For open cases, in which a citation has been issued, the citation information may not be available for 5 days following receipt by the employer for Federal inspections or for 30 days following receipt by the employer for State inspections.",,Current Violations,,,,1,,1,1236205.015
777,1236205.015,05/31/2017,950644,CA,Accident,Partial,,452910,1,Walmart Incorporated,Walmart,2012-12-31,2022-12-31,OPEN,1236205.015,950644,05/31/2017,"Walmart Incorporated
			   4901 Santa Anita Ave.El Monte, CA 91731","4901 Santa Anita Ave., El Monte, CA 91731",NonUnion,,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,10/05/2017,,,1236205.015,95965.015,05/18/2017,Employee Loses Control Over Forklift And Fractures Leg,Ca Monrovia District Office, ,"At 1:00 a.m. on May 18, 2017, an employee was restocking a restaurant aisle usin g a stand-up forklift.  The employee was making a left turn when she lost contro l and crashed into a refrigerator/cooler.  The employee suffered multiple fractu res to her leg and was hospitalized.","fracture, leg, lost control, powered industrial vehicle","The following inspection has not been indicated as closed. Please be aware that the information shown may change, e.g. violations may be added or deleted.  For open cases, in which a citation has been issued, the citation information may not be available for 5 days following receipt by the employer for Federal inspections or for 30 days following receipt by the employer for State inspections.",,Initial Penalty,$0,$0,$0,$400,$0,$400,1236205.015
778,1236205.015,05/31/2017,950644,CA,Accident,Partial,,452910,1,Walmart Incorporated,Walmart,2012-12-31,2022-12-31,OPEN,1236205.015,950644,05/31/2017,"Walmart Incorporated
			   4901 Santa Anita Ave.El Monte, CA 91731","4901 Santa Anita Ave., El Monte, CA 91731",NonUnion,,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,10/05/2017,,,1236205.015,95965.015,05/18/2017,Employee Loses Control Over Forklift And Fractures Leg,Ca Monrovia District Office, ,"At 1:00 a.m. on May 18, 2017, an employee was restocking a restaurant aisle usin g a stand-up forklift.  The employee was making a left turn when she lost contro l and crashed into a refrigerator/cooler.  The employee suffered multiple fractu res to her leg and was hospitalized.","fracture, leg, lost control, powered industrial vehicle","The following inspection has not been indicated as closed. Please be aware that the information shown may change, e.g. violations may be added or deleted.  For open cases, in which a citation has been issued, the citation information may not be available for 5 days following receipt by the employer for Federal inspections or for 30 days following receipt by the employer for State inspections.",,Current Penalty,$0,$0,$0,$400,$0,$400,1236205.015
779,1236205.015,05/31/2017,950644,CA,Accident,Partial,,452910,1,Walmart Incorporated,Walmart,2012-12-31,2022-12-31,OPEN,1236205.015,950644,05/31/2017,"Walmart Incorporated
			   4901 Santa Anita Ave.El Monte, CA 91731","4901 Santa Anita Ave., El Monte, CA 91731",NonUnion,,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,10/05/2017,,,1236205.015,95965.015,05/18/2017,Employee Loses Control Over Forklift And Fractures Leg,Ca Monrovia District Office, ,"At 1:00 a.m. on May 18, 2017, an employee was restocking a restaurant aisle usin g a stand-up forklift.  The employee was making a left turn when she lost contro l and crashed into a refrigerator/cooler.  The employee suffered multiple fractu res to her leg and was hospitalized.","fracture, leg, lost control, powered industrial vehicle","The following inspection has not been indicated as closed. Please be aware that the information shown may change, e.g. violations may be added or deleted.  For open cases, in which a citation has been issued, the citation information may not be available for 5 days following receipt by the employer for Federal inspections or for 30 days following receipt by the employer for State inspections.",,FTA Penalty,$0,$0,$0,$0,$0,$0,1236205.015
780,1233977.015,05/18/2017,625500,TX,Complaint,Partial,,452112,1,Walmart #2404,Walmart,2012-12-31,2022-12-31,CLOSED,1233977.015,625500,05/18/2017,"Walmart #2404
			   8500 Jones-MaltsbergerSan Antonio, TX 78216","8500 Jones-Maltsberger, San Antonio, TX 78216",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,05/18/2017,,06/08/2018,1233977.015,,,,,,,,,,Initial Violations,2,,,,,2,1233977.015
781,1233977.015,05/18/2017,625500,TX,Complaint,Partial,,452112,1,Walmart #2404,Walmart,2012-12-31,2022-12-31,CLOSED,1233977.015,625500,05/18/2017,"Walmart #2404
			   8500 Jones-MaltsbergerSan Antonio, TX 78216","8500 Jones-Maltsberger, San Antonio, TX 78216",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,05/18/2017,,06/08/2018,1233977.015,,,,,,,,,,Current Violations,,,,1,,1,1233977.015
782,1233977.015,05/18/2017,625500,TX,Complaint,Partial,,452112,1,Walmart #2404,Walmart,2012-12-31,2022-12-31,CLOSED,1233977.015,625500,05/18/2017,"Walmart #2404
			   8500 Jones-MaltsbergerSan Antonio, TX 78216","8500 Jones-Maltsberger, San Antonio, TX 78216",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,05/18/2017,,06/08/2018,1233977.015,,,,,,,,,,Initial Penalty,"$14,486",$0,$0,$0,$0,"$14,486",1233977.015
783,1233977.015,05/18/2017,625500,TX,Complaint,Partial,,452112,1,Walmart #2404,Walmart,2012-12-31,2022-12-31,CLOSED,1233977.015,625500,05/18/2017,"Walmart #2404
			   8500 Jones-MaltsbergerSan Antonio, TX 78216","8500 Jones-Maltsberger, San Antonio, TX 78216",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,05/18/2017,,06/08/2018,1233977.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$5,795",$0,"$5,795",1233977.015
784,1233977.015,05/18/2017,625500,TX,Complaint,Partial,,452112,1,Walmart #2404,Walmart,2012-12-31,2022-12-31,CLOSED,1233977.015,625500,05/18/2017,"Walmart #2404
			   8500 Jones-MaltsbergerSan Antonio, TX 78216","8500 Jones-Maltsberger, San Antonio, TX 78216",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,05/18/2017,,06/08/2018,1233977.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1233977.015
785,1228790.015,04/27/2017,418300,AL,Complaint,Partial,,452112,1,"Walmart Stores, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1228790.015,418300,04/27/2017,"Walmart Stores, Inc.
			   1011 Us Highway 72 EAthens, AL 35611","1011 Us Highway 72 E, Athens, AL 35611",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/29/2017,,10/05/2017,1228790.015,,,,,,,,,,Initial Violations,1,,,,,1,1228790.015
786,1228790.015,04/27/2017,418300,AL,Complaint,Partial,,452112,1,"Walmart Stores, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1228790.015,418300,04/27/2017,"Walmart Stores, Inc.
			   1011 Us Highway 72 EAthens, AL 35611","1011 Us Highway 72 E, Athens, AL 35611",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/29/2017,,10/05/2017,1228790.015,,,,,,,,,,Current Violations,,,,1,,1,1228790.015
787,1228790.015,04/27/2017,418300,AL,Complaint,Partial,,452112,1,"Walmart Stores, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1228790.015,418300,04/27/2017,"Walmart Stores, Inc.
			   1011 Us Highway 72 EAthens, AL 35611","1011 Us Highway 72 E, Athens, AL 35611",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/29/2017,,10/05/2017,1228790.015,,,,,,,,,,Initial Penalty,"$5,079",$0,$0,$0,$0,"$5,079",1228790.015
788,1228790.015,04/27/2017,418300,AL,Complaint,Partial,,452112,1,"Walmart Stores, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1228790.015,418300,04/27/2017,"Walmart Stores, Inc.
			   1011 Us Highway 72 EAthens, AL 35611","1011 Us Highway 72 E, Athens, AL 35611",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/29/2017,,10/05/2017,1228790.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$3,809",$0,"$3,809",1228790.015
789,1228790.015,04/27/2017,418300,AL,Complaint,Partial,,452112,1,"Walmart Stores, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1228790.015,418300,04/27/2017,"Walmart Stores, Inc.
			   1011 Us Highway 72 EAthens, AL 35611","1011 Us Highway 72 E, Athens, AL 35611",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/29/2017,,10/05/2017,1228790.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1228790.015
790,1224611.015,04/12/2017,953220,NV,Referral,Partial,,445110,1,Walmart Neighborhood Market #5258,Walmart,2012-12-31,2022-12-31,CLOSED,1224611.015,953220,04/12/2017,"Walmart Neighborhood Market #5258
			   5850 West Craig RoadLas Vegas, NV 89130","5850 West Craig Road, Las Vegas, NV 89130",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,05/23/2017,,09/13/2017,1224611.015,,,,,,,,,,Initial Violations,1,,,,,1,1224611.015
791,1224611.015,04/12/2017,953220,NV,Referral,Partial,,445110,1,Walmart Neighborhood Market #5258,Walmart,2012-12-31,2022-12-31,CLOSED,1224611.015,953220,04/12/2017,"Walmart Neighborhood Market #5258
			   5850 West Craig RoadLas Vegas, NV 89130","5850 West Craig Road, Las Vegas, NV 89130",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,05/23/2017,,09/13/2017,1224611.015,,,,,,,,,,Current Violations,1,,,,,1,1224611.015
792,1224611.015,04/12/2017,953220,NV,Referral,Partial,,445110,1,Walmart Neighborhood Market #5258,Walmart,2012-12-31,2022-12-31,CLOSED,1224611.015,953220,04/12/2017,"Walmart Neighborhood Market #5258
			   5850 West Craig RoadLas Vegas, NV 89130","5850 West Craig Road, Las Vegas, NV 89130",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,05/23/2017,,09/13/2017,1224611.015,,,,,,,,,,Initial Penalty,"$2,400",$0,$0,$0,$0,"$2,400",1224611.015
793,1224611.015,04/12/2017,953220,NV,Referral,Partial,,445110,1,Walmart Neighborhood Market #5258,Walmart,2012-12-31,2022-12-31,CLOSED,1224611.015,953220,04/12/2017,"Walmart Neighborhood Market #5258
			   5850 West Craig RoadLas Vegas, NV 89130","5850 West Craig Road, Las Vegas, NV 89130",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,05/23/2017,,09/13/2017,1224611.015,,,,,,,,,,Current Penalty,"$2,400",$0,$0,$0,$0,"$2,400",1224611.015
794,1224611.015,04/12/2017,953220,NV,Referral,Partial,,445110,1,Walmart Neighborhood Market #5258,Walmart,2012-12-31,2022-12-31,CLOSED,1224611.015,953220,04/12/2017,"Walmart Neighborhood Market #5258
			   5850 West Craig RoadLas Vegas, NV 89130","5850 West Craig Road, Las Vegas, NV 89130",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,05/23/2017,,09/13/2017,1224611.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1224611.015
795,1218260.015,03/20/2017,950615,CA,Complaint,Partial,,445110,2,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1218260.015,950615,03/20/2017,"Walmart, Inc.
			   235 Dorset DrDixon, CA 95620","508 Sw 8th St, Bentonville, AR 72716",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,09/13/2017,,02/13/2018,1218260.015,,,,,,,,,,Initial Violations,,,,3,,3,1218260.015
796,1218260.015,03/20/2017,950615,CA,Complaint,Partial,,445110,2,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1218260.015,950615,03/20/2017,"Walmart, Inc.
			   235 Dorset DrDixon, CA 95620","508 Sw 8th St, Bentonville, AR 72716",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,09/13/2017,,02/13/2018,1218260.015,,,,,,,,,,Current Violations,,,,2,,2,1218260.015
797,1218260.015,03/20/2017,950615,CA,Complaint,Partial,,445110,2,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1218260.015,950615,03/20/2017,"Walmart, Inc.
			   235 Dorset DrDixon, CA 95620","508 Sw 8th St, Bentonville, AR 72716",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,09/13/2017,,02/13/2018,1218260.015,,,,,,,,,,Initial Penalty,$0,$0,$0,"$2,335",$0,"$2,335",1218260.015
798,1218260.015,03/20/2017,950615,CA,Complaint,Partial,,445110,2,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1218260.015,950615,03/20/2017,"Walmart, Inc.
			   235 Dorset DrDixon, CA 95620","508 Sw 8th St, Bentonville, AR 72716",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,09/13/2017,,02/13/2018,1218260.015,,,,,,,,,,Current Penalty,$0,$0,$0,$935,$0,$935,1218260.015
799,1218260.015,03/20/2017,950615,CA,Complaint,Partial,,445110,2,"Walmart, Inc.",Walmart,2012-12-31,2022-12-31,CLOSED,1218260.015,950615,03/20/2017,"Walmart, Inc.
			   235 Dorset DrDixon, CA 95620","508 Sw 8th St, Bentonville, AR 72716",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,09/13/2017,,02/13/2018,1218260.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1218260.015
800,1212981.015,02/23/2017,419700,FL,Fat/Cat,Complete,,452112,2,"Walmart Stores, Inc. (Store#1297)",Walmart,2012-12-31,2022-12-31,CLOSED,1212981.015,419700,02/23/2017,"Walmart Stores, Inc. (Store#1297)
			   2201 North Young Blvd.Chiefland, FL 32626","508 Sw 8th Street, Bentonville, AR 72716",NonUnion,,452112/Discount Department Stores,Fat/Cat,Complete,N,Private,Safety,02/24/2017,L,01/05/2018,1212981.015,93441.015,02/22/2017,Employee Is Struck By Two Falling Empty Pallets And Is Kille,Jacksonville, ,"At 8:15 a.m. on February 22, 2017, an employee was inside a company trailer oper ating a manual pallet jack arranging stacks of empty pallets. The pallets were b rought by a forklift operator and placed at the trailer entrance. Each wood pall et weighed approximately 61.7 lbs. When the employee pushed a stack of empty pal lets into place at the left side inside the trailer, the top two wood pallets fe ll off and struck the employee's forehead and the employee was killed.","loading, material handling, pallet, struck by, trailer",,,Initial Violations,1,,1,,,2,1212981.015
801,1212981.015,02/23/2017,419700,FL,Fat/Cat,Complete,,452112,2,"Walmart Stores, Inc. (Store#1297)",Walmart,2012-12-31,2022-12-31,CLOSED,1212981.015,419700,02/23/2017,"Walmart Stores, Inc. (Store#1297)
			   2201 North Young Blvd.Chiefland, FL 32626","508 Sw 8th Street, Bentonville, AR 72716",NonUnion,,452112/Discount Department Stores,Fat/Cat,Complete,N,Private,Safety,02/24/2017,L,01/05/2018,1212981.015,93441.015,02/22/2017,Employee Is Struck By Two Falling Empty Pallets And Is Kille,Jacksonville, ,"At 8:15 a.m. on February 22, 2017, an employee was inside a company trailer oper ating a manual pallet jack arranging stacks of empty pallets. The pallets were b rought by a forklift operator and placed at the trailer entrance. Each wood pall et weighed approximately 61.7 lbs. When the employee pushed a stack of empty pal lets into place at the left side inside the trailer, the top two wood pallets fe ll off and struck the employee's forehead and the employee was killed.","loading, material handling, pallet, struck by, trailer",,,Current Violations,2,,,,,2,1212981.015
802,1212981.015,02/23/2017,419700,FL,Fat/Cat,Complete,,452112,2,"Walmart Stores, Inc. (Store#1297)",Walmart,2012-12-31,2022-12-31,CLOSED,1212981.015,419700,02/23/2017,"Walmart Stores, Inc. (Store#1297)
			   2201 North Young Blvd.Chiefland, FL 32626","508 Sw 8th Street, Bentonville, AR 72716",NonUnion,,452112/Discount Department Stores,Fat/Cat,Complete,N,Private,Safety,02/24/2017,L,01/05/2018,1212981.015,93441.015,02/22/2017,Employee Is Struck By Two Falling Empty Pallets And Is Kille,Jacksonville, ,"At 8:15 a.m. on February 22, 2017, an employee was inside a company trailer oper ating a manual pallet jack arranging stacks of empty pallets. The pallets were b rought by a forklift operator and placed at the trailer entrance. Each wood pall et weighed approximately 61.7 lbs. When the employee pushed a stack of empty pal lets into place at the left side inside the trailer, the top two wood pallets fe ll off and struck the employee's forehead and the employee was killed.","loading, material handling, pallet, struck by, trailer",,,Initial Penalty,"$9,054",$0,"$45,270",$0,$0,"$54,324",1212981.015
