Unnamed: 0,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Note,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
99,1420674.015,07/29/2019,854910,UT,Referral,Partial,,493110,1,Walmart Distribution Center #7026,Walmart,2012-12-19,2022-12-19,CLOSED,1420674.015,854910,07/29/2019,"Walmart Distribution Center #7026
			   929 N Sr 138Grantsville, UT 84029","929 N Sr 138, Grantsville, UT 84029",NonUnion,,493110/General Warehousing and Storage,Referral,Partial,Y,Private,Safety,09/20/2019,N,03/01/2021,1420674.015,,,,,,,,,,Current Penalty,"$1,800",$0,$0,$0,$0,"$1,800",1420674.015
100,1411676.015,06/27/2019,626700,TX,Referral,Partial,,452112,1,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1411676.015,626700,06/27/2019,"Walmart
			   4145 Dowlen RoadBeaumont, TX 77706","4145 Dowlen Road, Beaumont, TX 77706",NonUnion,,452112/Discount Department Stores,Referral,Partial,N,Private,Safety,06/27/2019,,10/21/2019,1411676.015,117496.015,06/22/2019,Employee Incurs Concussion In Fall From Mobile Ladder Stand,Houston South, ,"At 12:15 p.m. on June 22, 2019, an employee was using a mobile stand ladder to p ull a lawn mower box when the box handle ripped open. The employee lost his bala nce and fell backward from the ladder approximately 4 feet to the ground. The em ployee incurred head and brain injuries and was hospitalized.","blunt force, blunt force trauma, brain, concussion, fall, fall protection, head, ladder, lost balance, lost control, malfunction, metal ladder, pulling, rip, struck against",,,Current Penalty,$0,$0,$0,"$4,251",$0,"$4,251",1411676.015
101,1410498.015,06/21/2019,1055330,WA,Referral,Partial,,452910,1,Wa317954963 - Walmart Inc,Walmart,2012-12-19,2022-12-19,CLOSED,1410498.015,1055330,06/21/2019,"Wa317954963 - Walmart Inc
			   1965 S Union AveTacoma, WA 98405","702 Southwest 8th St Ms 3570, Bentonville, AR 72712",NonUnion,,452910/Warehouse Clubs and Supercenters,Referral,Partial,N,Private,Safety,06/21/2019,,09/05/2019,1410498.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1410498.015
102,1407648.015,06/10/2019,653510,NM,Complaint,Partial,,452111,1,Walmart Store #873,Walmart,2012-12-19,2022-12-19,CLOSED,1407648.015,653510,06/10/2019,"Walmart Store #873
			   926 Paseo Del Pueblo SurTaos, NM 87571","702 Sw 8th St, Bentonville, AR 72716",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Health,06/10/2019,,11/05/2019,1407648.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$2,625",$0,"$2,625",1407648.015
103,1406719.015,06/10/2019,627100,AR,Referral,Partial,,452112,1,Walmart Store #3230,Walmart,2012-12-19,2022-12-19,CLOSED,1406719.015,627100,06/10/2019,"Walmart Store #3230
			   400 Bryant AvenueBryant, AR 72022","702 Sw 8th St., Bentonville, AR 72716",NonUnion,,452112/Discount Department Stores,Referral,Partial,N,Private,Safety,06/10/2019,,07/15/2019,1406719.015,116929.015,05/29/2019,Employee Fractures Finger When Caught Between Door And Frame,Little Rock, ,"At 5:45 p.m. on May 29, 2019, an employee was pushing the emergency panic bar wh en her fingers were caught between the door and frame. The employee was hospital ized with a fractured left pinky finger.","caught between, caught in, department store, door, finger, fracture, frame",,,Current Penalty,$0,$0,$0,"$2,000",$0,"$2,000",1406719.015
104,1404817.015,05/31/2019,950625,CA,Accident,Partial,,493110,1,Walmart Distribution Center,Walmart,2012-12-19,2022-12-19,CLOSED,1404817.015,950625,05/31/2019,"Walmart Distribution Center
			   1300 S. F StreetPorterville, CA 93257","1300 S. F Street, Porterville, CA 93257",NonUnion,,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,10/01/2019,,08/02/2021,1404817.015,119776.015,04/24/2019,Employee Partially Amputates Fingers When Pulled Into Convey,Ca Fresno, ,"At 5:45 p.m. on April 24, 2019, an employee had just made repairs to a Seimens D ematic Meter Belt and had reenergized the equipment to make sure that the repair s were successful. As the employee turned on the machinery, a rag he was using t o wipe away grease from the cog belt and pulleys got caught and pulled his right hand into the apparatus. The employee partially amputated his thumb, index and middle fingers, requiring medical treatment. The employee was not hospitalized.","amputated, amputation, belt, caught by, conveyor, finger, fingertip, guard, machine guarding, maintenance, partial amputation, pinched, pulley, repair, thumb, unguarded",,,Current Penalty,$0,$0,$0,"$7,200",$0,"$7,200",1404817.015
105,1403432.015,05/22/2019,453710,NC,Fat/Cat,Partial,4225.0,493110,4,142334 - Walmart Distribution Center #6091,Walmart,2012-12-19,2022-12-19,CLOSED,1403432.015,453710,05/22/2019,"142334 - Walmart Distribution Center #6091
			   680 Vanco Mill RoadHenderson, NC 27537","680 Vanco Mill Road, Henderson, NC 27537",NonUnion,4225.0,493110/General Warehousing and Storage,Fat/Cat,Partial,N,Private,Safety,11/19/2019,,10/21/2022,1403432.015,116545.015,05/21/2019,Employee Is Killed At Distribution Center,Nc Raleigh, ,"On May 21, 2019, an employee was killed at a distribution center.",struck by,,,Current Penalty,"$7,000",$0,$0,"$5,200",$0,"$12,200",1403432.015
106,1402158.015,05/14/2019,636900,TX,Referral,Partial,,453998,1,Walmart Supercenter #286,Walmart,2012-12-19,2022-12-19,CLOSED,1402158.015,636900,05/14/2019,"Walmart Supercenter #286
			   700 E. Ennis Ave.Ennis, TX 75119","700 E. Ennis Ave., Ennis, TX 75119",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Partial,N,Private,Safety,05/14/2019,,09/20/2019,1402158.015,116409.015,05/01/2019,Employee Sustains Head Injury After Boxes Falling,Fort Worth, ,"At approximately 3:30 p.m. on May 1, 2019, an employee was unloading a truck ful l of boxes of dog products.  These boxes fell on the employee and the employee s ustains a head injury.  The employee is hospitalized for these injuries.","head, struck by, trailer truck",,,Current Penalty,"$11,366",$0,$0,$0,$0,"$11,366",1402158.015
107,1398297.015,05/02/2019,950624,CA,Complaint,Partial,,452112,2,Walmart Neighborhood Market,Walmart,2012-12-19,2022-12-19,CLOSED,1398297.015,950624,05/02/2019,"Walmart Neighborhood Market
			   1189 E March LaneStockton, CA 95210","1189 E March Lane, Stockton, CA 95210",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,05/22/2019,,07/08/2019,1398297.015,,,,,,,,,,Current Penalty,$0,$0,$0,$480,$0,$480,1398297.015
108,1398365.015,04/30/2019,950633,CA,Complaint,Partial,,452111,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1398365.015,950633,04/30/2019,"Walmart Inc.
			   12721 Moreno Beach Blvd.Moreno Valley, CA 92555","12721 Moreno Beach Blvd., Moreno Valley, CA 92555",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,09/30/2019,,09/27/2021,1398365.015,,,,,,,,,,Current Penalty,"$15,300",$0,$0,$0,$0,"$15,300",1398365.015
109,1391189.015,04/05/2019,524200,IL,Fat/Cat,Partial,,452112,2,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1391189.015,524200,04/05/2019,"Walmart Inc.
			   475 E. Route 173Antioch, IL 60002","702 Sw 8th Street Ms#0505, Bentonville, AR 72716",NonUnion,,452112/Discount Department Stores,Fat/Cat,Partial,N,Private,Safety,06/03/2019,L,11/29/2022,1391189.015,115124.015,04/04/2019,Employee Trips And Falls Over Sign And Later Dies From Body,Chicago North, ,"At 3:45 p.m. on April 4, 2019, an employee was returning from his break when he tripped and fell over the corner of a freestanding cardboard advertisement sign. The employee sustained body trauma and was brought to a hospital, where he lat er died.","fall, tripped",,,Current Penalty,$0,$0,$0,"$20,838",$0,"$20,838",1391189.015
110,1386756.015,03/15/2019,653510,NM,Referral,Partial,,452111,1,Walmart #4601,Walmart,2012-12-19,2022-12-19,CLOSED,1386756.015,653510,03/15/2019,"Walmart #4601
			   3331 Rinconada BlvdLas Cruces, NM 88011","3331 Rinconada Blvd, Las Cruces, NM 88011",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,03/15/2019,,06/05/2019,1386756.015,,,,,,,,,,Current Penalty,"$1,950",$0,$0,$0,$0,"$1,950",1386756.015
111,1381487.015,02/27/2019,950623,CA,Complaint,Partial,,452910,2,"Walmart, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1381487.015,950623,02/27/2019,"Walmart, Inc.
			   5000 Rhonda RoadAnderson, CA 96007","5000 Rhonda Road, Anderson, CA 96007",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Health,03/12/2019,,04/09/2019,1381487.015,,,,,,,,,,Current Penalty,$0,$0,$0,$655,$0,$655,1381487.015
112,1376629.015,02/08/2019,950621,CA,FollowUp,Partial,,452112,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,OPEN,1376629.015,950621,02/08/2019,"Walmart Inc.
			   1018 Riley StreetFolsom, CA 95630","1018 Riley Street, Folsom, CA 95630",NonUnion,,452112/Discount Department Stores,FollowUp,Partial,N,Private,Health,02/19/2019,,,1376629.015,,,,,,,,,,Current Penalty,$0,$0,"$2,000",$0,$0,"$2,000",1376629.015
113,1374860.015,01/29/2019,418400,GA,Referral,Partial,,493110,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1374860.015,418400,01/29/2019,"Walmart Inc.
			   1401 West Baker HighwayDouglas, GA 31533","1401 West Baker Highway, Douglas, GA 31533",NonUnion,,493110/General Warehousing and Storage,Referral,Partial,N,Private,Safety,01/29/2019,,01/18/2022,1374860.015,113114.015,01/15/2019,Employee Partially Amputates One Finger And Fractures Second,Savannah, ,"At 6:00 p.m. on January 15, 2019, an employee was on a catwalk that was statione d between conveyor belts #10 and #11 while clearing a product box jam on Conveyo r Belt #9.  The employee fell across Conveyor Belt #10 when he bent over to reac h across the belt and caught his right hand at a transition point.  The employee partially amputated his pinky from his right hand and fractured his left hand's pinky.  The employee was hospitalized.","amputated, amputation, caught by, conveyor belt, finger, hand, jammed, partial amputation",,,Current Penalty,"$13,260",$0,$0,$0,$0,"$13,260",1374860.015
114,1372809.015,01/22/2019,111100,ME,Complaint,Partial,,452111,1,Walmart Store 1919,Walmart,2012-12-19,2022-12-19,CLOSED,1372809.015,111100,01/22/2019,"Walmart Store 1919
			   250 W BroadwayLincoln, ME 04457","250 W Broadway, Lincoln, ME 04457",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,01/22/2019,L,07/12/2019,1372809.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$2,400",$0,"$2,400",1372809.015
115,1372121.015,01/17/2019,552652,MI,Planned,Complete,,452112,1,Walmart Stores Inc #1752,Walmart,2012-12-19,2022-12-19,CLOSED,1372121.015,552652,01/17/2019,"Walmart Stores Inc #1752
			   3921 Wilder RdBay City, MI 48706","3921 Wilder Rd, Bay City, MI 48706",NonUnion,,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,01/17/2019,P,05/08/2019,1372121.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1372121.015
116,1372348.015,01/17/2019,418300,AL,Complaint,Partial,,452111,3,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1372348.015,418300,01/17/2019,"Walmart Inc.
			   1007 Red Farmer DriveHueytown, AL 35023","1007 Red Farmer Drive, Hueytown, AL 35023",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,01/17/2019,,04/08/2019,1372348.015,,,,,,,,,,Current Penalty,$0,$0,$0,$596,$0,$596,1372348.015
117,1372611.015,01/16/2019,1055320,WA,Referral,Partial,,452990,1,Wa317952690 - Walmart Inc,Walmart,2012-12-19,2022-12-19,CLOSED,1372611.015,1055320,01/16/2019,"Wa317952690 - Walmart Inc
			   1900 S 314th StFederal Way, WA 98003","702 Southwest 8th St Ms 3570, Bentonville, AR 72712",NonUnion,,452990/All Other General Merchandise Stores,Referral,Partial,N,Private,Safety,01/16/2019,,03/04/2019,1372611.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1372611.015
118,1369334.015,01/03/2019,1055330,WA,Referral,Partial,,452910,1,Wa317952521 - Walmart Inc,Walmart,2012-12-19,2022-12-19,CLOSED,1369334.015,1055330,01/03/2019,"Wa317952521 - Walmart Inc
			   1965 S Union AveTacoma, WA 98405","702 Southwest 8th St Ms 3570, Bentonville, AR 72712",NonUnion,,452910/Warehouse Clubs and Supercenters,Referral,Partial,N,Private,Safety,01/03/2019,,03/21/2019,1369334.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1369334.015
119,1359409.015,11/05/2018,625700,LA,Referral,Partial,,452112,1,Walmart Stores Inc #911,Walmart,2012-12-19,2022-12-19,CLOSED,1359409.015,625700,11/05/2018,"Walmart Stores Inc #911
			   1201 Parkview Dr.New Iberia, LA 70563","1201 Parkview Dr., New Iberia, LA 70563",NonUnion,,452112/Discount Department Stores,Referral,Partial,N,Private,Safety,11/05/2018,,01/25/2019,1359409.015,110866.015,11/03/2018,Employee Fractures Ankle In Fall When Stepping On Pallet,Baton Rouge, ,"At 8:40 a.m. on November 3, 2018, Employee #1 stepped on a pallet. The employee lost her footing, and fell over, fracturing her ankle. She was hospitalized for treatment.","ankle, fall, fracture, lost balance, pallet",,,Current Penalty,$0,$0,$0,$0,$0,$0,1359409.015
120,1353446.015,10/16/2018,552652,MI,Planned,Complete,,452112,1,Walmart Stores Inc #2619,Walmart,2012-12-19,2022-12-19,CLOSED,1353446.015,552652,10/16/2018,"Walmart Stores Inc  #2619
			   910 Joe Mann Blvd.Midland, MI 48642","910 Joe Mann Blvd, Midland, MI 48642",NonUnion,,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,10/16/2018,P,10/31/2019,1353446.015,,,,,,,,,,Current Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1353446.015
121,1352658.015,10/11/2018,257210,PR,Referral,Partial,,452111,2,Walmart Of Puerto Rico Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1352658.015,257210,10/11/2018,"Walmart Of Puerto Rico  Inc.
			   Carr #2 Km 84.7 Bo CarrizalezHatillo, PR 00659","Po Box 4960, Caguas, PR 00726",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,10/30/2018,,03/08/2019,1352658.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1352658.015
122,1351346.015,10/05/2018,552652,MI,Planned,Complete,,452112,3,Walmart Stores Inc #2354,Walmart,2012-12-19,2022-12-19,CLOSED,1351346.015,552652,10/05/2018,"Walmart Stores Inc #2354
			   2500 S Adams RdRochester Hills, MI 48309","2500 S Adams Rd, Rochester Hills, MI 48309",NonUnion,,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,10/05/2018,P,04/15/2019,1351346.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1351346.015
123,1343952.015,09/04/2018,751910,IA,Referral,Partial,,493110,2,Walmart Distribution Center,Walmart,2012-12-19,2022-12-19,CLOSED,1343952.015,751910,09/04/2018,"Walmart Distribution Center
			   1501 East Maple Leaf DriveMount Pleasant, IA 52641","1501 East Maple Leaf Drive, Mount Pleasant, IA 52641",NonUnion,,493110/General Warehousing and Storage,Referral,Partial,N,Private,Safety,09/04/2018,,09/18/2020,1343952.015,108851.015,07/23/2018,Employee Sustains Compound Leg Fractures In Crash,Iowa, ,"At 2:30 p.m. on July 23, 2018, Employee #1 was operating a Crown RC 5500 Series Clamp truck, Serial number 1A370764, and encountered a wet floor from a floor sc rubber that had just passed by.  The employee attempted to turn, lost steering, and began to slide towards a steel support pole.  Just before impacting the pole , the employee stuck his leg out in the direction of the pole. Employee #1's leg was crushed and pinned between the pole and clamp truck. He was hospitalized wi th compound fractures to his lower leg.","crushed, fracture, leg, lost control, pinned, powered industrial vehicle, steel",,,Current Penalty,"$16,628",$0,$0,$0,$0,"$16,628",1343952.015
124,1343963.015,09/04/2018,950633,CA,Complaint,Partial,,493110,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1343963.015,950633,09/04/2018,"Walmart Inc.
			   21101 Johnson Ave.Apple Valley, CA 92307","21101 Johnson Ave., Apple Valley, CA 92307",NonUnion,,493110/General Warehousing and Storage,Complaint,Partial,N,Private,Safety,02/11/2019,,05/09/2019,1343963.015,,,,,,,,,,Current Penalty,$0,$0,$0,$175,$0,$175,1343963.015
125,1342236.015,08/28/2018,419400,MS,Referral,Records,,453998,1,Walmart #5419,Walmart,2012-12-19,2022-12-19,CLOSED,1342236.015,419400,08/28/2018,"Walmart #5419
			   2600 McingvaleHernando, MS 38632","508 Sw 8th St. Mailbox 0505, Bentonville, AR 72712",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Records,N,Private,Health,08/28/2018,,09/27/2018,1342236.015,108658.015,08/20/2018,Employee Falls While Pushing Cart And Fractures Hip,Jackson, ,"At 6:45 a.m. on August 20, 2018, an employee was pushing a cart when she fell an d fractured her hip.  The employee was hospitalized.","fall, fracture, hip",,,Current Penalty,$0,$0,$0,"$4,005",$0,"$4,005",1342236.015
126,1341764.015,08/24/2018,454715,TN,Complaint,Partial,,452910,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1341764.015,454715,08/24/2018,"Walmart Inc.
			   1210 Mineral Wells Ave.Paris, TN 38242","1210 Mineral Wells Ave., Paris, TN 38242",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,08/24/2018,,03/09/2020,1341764.015,,,,,,,,,,Current Penalty,$0,$0,$0,$800,$0,$800,1341764.015
127,1339904.015,08/13/2018,418600,AL,Complaint,Partial,,493120,2,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1339904.015,418600,08/13/2018,"Walmart Inc.
			   2701 Andrews RoadOpelika, AL 36801",2701 Andrews Road Attn,NonUnion,,493120/Refrigerated Warehousing and Storage,Complaint,Partial,N,Private,Safety,08/14/2018,L,08/06/2020,1339904.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$18,014",$0,"$18,014",1339904.015
128,1336638.015,08/07/2018,418300,AL,Unprog Rel,Records,,452111,1,Walmart Supercenter #0766,Walmart,2012-12-19,2022-12-19,CLOSED,1336638.015,418300,08/07/2018,"Walmart Supercenter #0766
			   3100 Hough RoadFlorence, AL 35630","3100 Hough Road, Florence, AL 35630",NonUnion,,452111/Department Stores (except Discount Department Stores),Unprog Rel,Records,N,Private,Safety,08/07/2018,,09/25/2018,1336638.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$9,239",$0,"$9,239",1336638.015
129,1333504.015,07/25/2018,950621,CA,Fat/Cat,Partial,,452112,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,OPEN,1333504.015,950621,07/25/2018,"Walmart Inc.
			   1018 Riley StreetFolsom, CA 95630","1018 Riley Street, Folsom, CA 95630",NonUnion,,452112/Discount Department Stores,Fat/Cat,Partial,N,Private,Health,11/08/2018,,,1333504.015,107731.015,07/24/2018,Employee Suffers Heart Attack At Work And Dies,Ca Sacramento, ,"At 7:30 a.m. on July 24, 2018, an employee was walking, suffered chest pain and died.",heart attack,"The following inspection has not been indicated as closed. Please be aware that the information shown may change, e.g. violations may be added or deleted.  For open cases, in which a citation has been issued, the citation information may not be available for 5 days following receipt by the employer for Federal inspections or for 30 days following receipt by the employer for State inspections.",,Current Penalty,$0,$0,$0,$375,$0,$375,1333504.015
130,1334475.015,07/25/2018,950647,CA,Complaint,Partial,,445110,4,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1334475.015,950647,07/25/2018,"Walmart
			   201 E. Bowman RdRidgecrest, CA 93555","702 Sw 8th Street, Bentonville, AR 72716",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,01/16/2019,,11/16/2021,1334475.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$4,600",$0,"$4,600",1334475.015
131,1330789.015,07/18/2018,355111,VA,Referral,Partial,,493110,1,Walmart Distribution Center,Walmart,2012-12-19,2022-12-19,CLOSED,1330789.015,355111,07/18/2018,"Walmart Distribution Center
			   21500 Cox RoadSutherland, VA 23885","21500 Cox Road, Sutherland, VA 23885",NonUnion,,493110/General Warehousing and Storage,Referral,Partial,N,Private,Safety,09/27/2018,S,11/05/2018,1330789.015,109521.015,07/17/2018,Employee Collapses And Is Found Unconscious By Pallet,Virginia Safety 1, ,"At 1:30 a.m. on July 17, 2017, an employee was applying shrink wrap to a pallet and was found collapsed nearby.  The employee was hospitalized.","fainted, unconsciousness",,,Current Penalty,$0,$0,$0,$0,$0,$0,1330789.015
132,1329820.015,07/12/2018,355116,VA,Complaint,Partial,,452910,1,"Walmart, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1329820.015,355116,07/12/2018,"Walmart, Inc.
			   2160 John Wayland HwyHarrisonburg, VA 22801","2160 John Wayland Hwy, Harrisonburg, VA 22801",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,07/12/2018,,11/20/2018,1329820.015,,,,,,,,,,Current Penalty,"$2,401",$0,$0,$0,$0,"$2,401",1329820.015
133,1328370.015,07/09/2018,552652,MI,Planned,Complete,,452112,1,Walmart Stores Inc #2079,Walmart,2012-12-19,2022-12-19,CLOSED,1328370.015,552652,07/09/2018,"Walmart Stores Inc #2079
			   3225 Us Highway 41 WMarquette, MI 49855","3225 Us Highway 41 W, Marquette, MI 49855",NonUnion,,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,07/10/2018,P,11/26/2018,1328370.015,,,,,,,,,,Current Penalty,"$1,750",$0,$0,$0,$0,"$1,750",1328370.015
134,1323026.015,06/14/2018,626700,TX,Referral,Partial,,452111,1,Walmart #546,Walmart,2012-12-19,2022-12-19,CLOSED,1323026.015,626700,06/14/2018,"Walmart #546
			   5330 Fm 1640Richmond, TX 77469","5330 Fm 1640, Richmond, TX 77469",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,06/14/2018,,09/02/2020,1323026.015,106546.015,06/05/2018,"Employee Trips Over Mat, Falls, And Fractures Femur",Houston South, ,"At 9:00 p.m. on June 5, 2018, Employee #1 had just finished consulting. The empl oyee tripped over the mat, fell to the floor, and fractured her right femur. She was hospitalized for her injury.","fall, fracture, leg, tripped",,,Current Penalty,$0,$0,$0,"$9,239",$0,"$9,239",1323026.015
135,1323056.015,06/14/2018,521700,IL,Referral,Partial,,452910,2,"Walmart, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1323056.015,521700,06/14/2018,"Walmart, Inc.
			   9450 West Joliet RoadHodgkins, IL 60525","9450 West Joliet Road, La Grange, IL 60525",NonUnion,,452910/Warehouse Clubs and Supercenters,Referral,Partial,N,Private,Safety,06/14/2018,N,01/23/2019,1323056.015,106528.015,06/10/2018,Employee Strikes Hand Against Meat Bandsaw Blade And Amputat,Calumet City, ,"At 1:15 p.m. on June 10, 2018, an employee was cutting meat on a Hobart Vertical Band and struck his hand against the blade, amputating two fingers.  The employ ee was hospitalized.","amputated, amputation, bandsaw, blade, finger, struck against",,,Current Penalty,$0,$0,$0,"$9,000",$0,"$9,000",1323056.015
136,1322541.015,06/13/2018,418300,AL,Complaint,Partial,,452910,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1322541.015,418300,06/13/2018,"Walmart Inc.
			   1011 Us Highway 72 EastAthens, AL 35611","1011 Us Highway 72 East, Athens, AL 35611",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,06/13/2018,,08/01/2018,1322541.015,,,,,,,,,,Current Penalty,"$1,384",$0,$0,$0,$0,"$1,384",1322541.015
137,1316445.015,05/24/2018,552652,MI,Complaint,Partial,,493110,1,Walmart Distribution Center Dc 6043,Walmart,2012-12-19,2022-12-19,CLOSED,1316445.015,552652,05/24/2018,"Walmart Distribution Center Dc 6043
			   500 Jonesville RdColdwater, MI 49036","500 Jonesville Rd, Coldwater, MI 49036",NonUnion,,493110/General Warehousing and Storage,Complaint,Partial,N,Private,Safety,07/24/2018,,10/02/2018,1316445.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1316445.015
138,1317663.015,05/22/2018,521400,IL,Referral,Partial,,452111,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1317663.015,521400,05/22/2018,"Walmart Inc.
			   801 North Randall RoadBatavia, IL 60510","801 North Randall Road, Batavia, IL 60510",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,05/22/2018,,09/23/2019,1317663.015,109363.015,05/19/2018,Employee Gets Pinned By A Vehicle,Naperville, ,"At 12:47 p.m. on May 19, 2018, an employee was acting as a spotter to align the tires of a vehicle onto a runway type four post surface mounted car lift prior t o service. The employee stood behind the lift as the vehicle, operated by a cowo rker, was driven onto the lift. The vehicle did not stop when reached the end of the lift, pinning the standing employee between the vehicle and a pile of tires . The employee experienced some bruising and swelling of his legs. The employee was not hospitalized.","caught between, contusion, leg, mechanic, struck by",,,Current Penalty,"$7,000",$0,$0,$0,$0,"$7,000",1317663.015
139,1315930.015,05/15/2018,950621,CA,Accident,Partial,,452111,3,"Walmart, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1315930.015,950621,05/15/2018,"Walmart, Inc.
			   1400 Lead Hill Blvd.Roseville, CA 95661","1400 Lead Hill Blvd., Roseville, CA 95661",NonUnion,,452111/Department Stores (except Discount Department Stores),Accident,Partial,N,Private,Safety,08/23/2018,,02/24/2021,1315930.015,105559.015,05/09/2018,Employee Slips And Falls From Ladder And Fractures Hip And S,Ca Sacramento, ,"At 12:30 p.m. on May 9, 2018, an employee was climbing down a 4 foot A Frame lad der and was carrying a 14 lb box of cookies from the top shelf.  The employee mi ssed the last step and slipped on a patch of ice on the freezer floor.  The empl oyee fractured his shoulder and hip when he fell.  The employee was hospitalized .","fall, fracture, high pressure, ladder, shoulder, slippery surface",,,Current Penalty,"$9,000",$0,$0,"$5,935",$0,"$14,935",1315930.015
140,1313974.015,05/04/2018,950643,CA,Accident,Partial,,452111,3,Walmart 2297,Walmart,2012-12-19,2022-12-19,CLOSED,1313974.015,950643,05/04/2018,"Walmart 2297
			   25450 The Old Rd.,Stevenson Ranch, CA 91381","25450 The Old Rd.,, Stevenson Ranch, CA 91381",NonUnion,,452111/Department Stores (except Discount Department Stores),Accident,Partial,N,Private,Safety,09/10/2018,,10/04/2019,1313974.015,107794.015,04/13/2018,Employee Slips And Falls While Waxing And Injures Head,Ca Van Nuys, ,"At 1:15 a.m. on April 13, 2018, an employee was laying wax stripper on the floor . He turned to go to the next aisle when he slipped and fell, striking his head on the floor. The employee was hospitalized for treatment of a brain injury.","fall, head, slip, slippery surface",,,Current Penalty,$0,$0,"$10,000","$1,500",$0,"$11,500",1313974.015
