Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC,NAICS,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Note,Planning Guide
CLOSED,1281158.015,0950632,12/04/2017,"Walmart Store #1700
			   13425 Community Rd.Poway, CA 92064","13425 Community Rd., Poway, CA 92064",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,12/04/2017,,02/25/2019,1281158.015,,,,,,,,,
CLOSED,1276965.015,1055340,11/13/2017,"Wa317947246 - Walmart Stores Inc
			   1401 Galaxy Dr NeLacey, WA 98516","702 Southwest 8th St Ms 3570, Bentonville, AR 72712",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,11/29/2017,,03/01/2018,1276965.015,,,,,,,,,
CLOSED,1273213.015,0521100,10/27/2017,"Walmart
			   1244 E. Green Bay StreetShawano, WI 54166","1244 E. Green Bay Street, Shawano, WI 54166",NonUnion,,452112/Discount Department Stores,Referral,Partial,N,Private,Safety,10/27/2017,L,01/31/2020,1273213.015,100202.015,10/19/2017,Employee Falls Off Of An Elevated Work-Platform And Fracture,Appleton, ,"At 6:48 a.m. on October 19, 2017, an employee walked into the bay before the Aut o Care Center was open for the day.  The employee walked onto an elevated platfo rm by climbing up the stairs at the end of the platform and fell 28 inches to an other platform.  The employee suffered a broken right leg and was hospitalized. ","elevated work plat, fall, fracture, leg, stair",,
CLOSED,1259424.015,0316400,08/29/2017,"Walmart
			   520 N. Jefferson StreetLewisburg, WV 24901","520 N. Jefferson Street, Lewisburg, WV 24901",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/29/2017,,10/27/2017,1259424.015,,,,,,,,,
CLOSED,1253084.015,0452110,08/03/2017,"59294 - Walmart Stores Inc
			   1550 Nashville Rd.Franklin, KY 42134","1550 Nashville Rd., Franklin, KY 42134",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/17/2017,,03/21/2018,1253084.015,,,,,,,,,
CLOSED,1251641.015,0418300,08/02/2017,"Walmart, Inc.
			   2200 Sparkman Drive NwHuntsville, AL 35810","2200 Sparkman Drive Nw, Huntsville, AL 35810",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,08/02/2017,,05/20/2022,1251641.015,,,,,,,,,
CLOSED,1241743.015,0830600,06/22/2017,"Walmart
			   19600 E Us Hwy 24Woodland Park, CO 80863","19600 E Us Hwy 24, Woodland Park, CO 80863",NonUnion,,811191/Automotive Oil Change and Lubrication Shops,Planned,Partial,N,Private,Safety,06/22/2017,P,09/26/2017,1241743.015,,,,,,,,,
OPEN,1236205.015,0950644,05/31/2017,"Walmart Incorporated
			   4901 Santa Anita Ave.El Monte, CA 91731","4901 Santa Anita Ave., El Monte, CA 91731",NonUnion,,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,10/05/2017,,,1236205.015,95965.015,05/18/2017,Employee Loses Control Over Forklift And Fractures Leg,Ca Monrovia District Office, ,"At 1:00 a.m. on May 18, 2017, an employee was restocking a restaurant aisle usin g a stand-up forklift.  The employee was making a left turn when she lost contro l and crashed into a refrigerator/cooler.  The employee suffered multiple fractu res to her leg and was hospitalized.","fracture, leg, lost control, powered industrial vehicle","The following inspection has not been indicated as closed. Please be aware that the information shown may change, e.g. violations may be added or deleted.  For open cases, in which a citation has been issued, the citation information may not be available for 5 days following receipt by the employer for Federal inspections or for 30 days following receipt by the employer for State inspections.",
CLOSED,1233977.015,0625500,05/18/2017,"Walmart #2404
			   8500 Jones-MaltsbergerSan Antonio, TX 78216","8500 Jones-Maltsberger, San Antonio, TX 78216",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,05/18/2017,,06/08/2018,1233977.015,,,,,,,,,
CLOSED,1228790.015,0418300,04/27/2017,"Walmart Stores, Inc.
			   1011 Us Highway 72 EAthens, AL 35611","1011 Us Highway 72 E, Athens, AL 35611",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/29/2017,,10/05/2017,1228790.015,,,,,,,,,
CLOSED,1224611.015,0953220,04/12/2017,"Walmart Neighborhood Market #5258
			   5850 West Craig RoadLas Vegas, NV 89130","5850 West Craig Road, Las Vegas, NV 89130",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,05/23/2017,,09/13/2017,1224611.015,,,,,,,,,
CLOSED,1218260.015,0950615,03/20/2017,"Walmart, Inc.
			   235 Dorset DrDixon, CA 95620","508 Sw 8th St, Bentonville, AR 72716",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,09/13/2017,,02/13/2018,1218260.015,,,,,,,,,
CLOSED,1212981.015,0419700,02/23/2017,"Walmart Stores, Inc. (Store#1297)
			   2201 North Young Blvd.Chiefland, FL 32626","508 Sw 8th Street, Bentonville, AR 72716",NonUnion,,452112/Discount Department Stores,Fat/Cat,Complete,N,Private,Safety,02/24/2017,L,01/05/2018,1212981.015,93441.015,02/22/2017,Employee Is Struck By Two Falling Empty Pallets And Is Kille,Jacksonville, ,"At 8:15 a.m. on February 22, 2017, an employee was inside a company trailer oper ating a manual pallet jack arranging stacks of empty pallets. The pallets were b rought by a forklift operator and placed at the trailer entrance. Each wood pall et weighed approximately 61.7 lbs. When the employee pushed a stack of empty pal lets into place at the left side inside the trailer, the top two wood pallets fe ll off and struck the employee's forehead and the employee was killed.","loading, material handling, pallet, struck by, trailer",,
CLOSED,1209170.015,0420600,02/07/2017,"Walmart
			   1619 Del Prado Blvd.Cape Coral, FL 33990","1619 Del Prado Blvd., Cape Coral, FL 33990",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,02/07/2017,,10/26/2017,1209170.015,,,,,,,,,
CLOSED,1200030.015,1054112,11/30/2016,"317714983 - Walmart Associates Inc
			   7600 Sw Dartmouth StTigard, OR 97223","702 Sw 8th St, Bentonville, AR 72712",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,12/02/2016,,04/27/2017,1200030.015,,,,,,,,,
CLOSED,1189098.015,0830100,11/01/2016,"Walmart Store # 2455
			   701 Smelter AveGreat Falls, MT 59404","701 Smelter Ave, Great Falls, MT 59404",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,11/02/2016,,04/10/2017,1189098.015,,,,,,,,,
CLOSED,1177827.015,0653510,09/15/2016,"Walmart #850
			   2701 CarlisleAlbuquerque, NM 87110","508 Sw 8th Street, Bentonville, AR 72716",NonUnion,,452112/Discount Department Stores,Referral,Partial,N,Private,Safety,09/15/2016,,06/16/2017,1177827.015,,,,,,,,,
CLOSED,1174044.015,0855610,08/29/2016,"Walmart
			   2032 Dell Range Blvd.Cheyenne, WY 82009","2032 Dell Range Blvd., Cheyenne, WY 82009",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Health,08/29/2016,,02/27/2017,1174044.015,,,,,,,,,
CLOSED,1171927.015,0355114,08/23/2016,"Walmart Stores Inc.
			   45415 Dulles Crossing PlazaSterling, VA 20166","45415 Dulles Crossing Plaza, Sterling, VA 20166",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/23/2016,,01/19/2017,1171927.015,,,,,,,,,
CLOSED,1171761.015,0420600,08/16/2016,"Walmart
			   36205 Us Hwy 27Haines City, FL 33844","36205 Us Hwy 27, Haines City, FL 33844",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,08/16/2016,,10/24/2016,1171761.015,,,,,,,,,
CLOSED,1170363.015,0950621,08/16/2016,"Walmart
			   5821 Antelope Rd.Antelope, CA 95843","5821 Antelope Rd., Antelope, CA 95843",NonUnion,,452111/Department Stores (except Discount Department Stores),Accident,Partial,N,Private,Safety,12/16/2016,,01/23/2017,1170363.015,,,,,,,,,
CLOSED,1165955.015,0950633,08/01/2016,"Walmart # 4340
			   13401 Main StreetHesperia, CA 92345","13401 Main Street, Hesperia, CA 92345",NonUnion,,452112/Discount Department Stores,Accident,Partial,N,Private,Safety,01/18/2017,,11/30/2018,1165955.015,,,,,,,,,
CLOSED,1165793.015,0112000,07/25/2016,"Walmart
			   1400 Farmington AvenueBristol, CT 06010","1400 Farmington Avenue, Bristol, CT 06010",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Health,07/25/2016,,09/07/2017,1165793.015,,,,,,,,,
CLOSED,1163920.015,0950623,07/18/2016,"Walmart
			   608 Luther RdRed Bluff, CA 96080","608 Luther Rd, Red Bluff, CA 96080",NonUnion,,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,07/28/2016,,10/04/2016,1163920.015,,,,,,,,,
CLOSED,1147026.015,0355111,05/12/2016,"Wal-Mart Inc. Dba Walmart Super Center #1934
			   315 Furr StreetSouth Hill, VA 23970","315 Furr Street, South Hill, VA 23970",NonUnion,,811191/Automotive Oil Change and Lubrication Shops,Complaint,Partial,N,Private,Safety,07/28/2016,,09/29/2016,1147026.015,,,,,,,,,
CLOSED,1139583.015,0551800,04/12/2016,"104928 - Walmart Store 5025
			   10420 Maysville RoadFort Wayne, IN 46835","10420 Maysville Road, Fort Wayne, IN 46801",NonUnion,5311,452112/Discount Department Stores,Fat/Cat,Partial,N,Private,Safety,05/26/2016,,06/29/2020,1139583.015,84464.015,04/11/2016,Employee Is Struck By A Semi Trailer And Is Killed,Indiana, ,"On April 11, 2016, Employee #1 was driving a forklift carrying a manual pallet j ack, while a semi driver was opening the rightside door of a semi trailer.  Empl oyee #1 stopped, and the semi driver passed in front of the fork truck and opene d the left side door of the semi trailer and secured it.  The semi driver then w ent to the driver's side door of the tractor, while Employee #1 moved the forkli ft forward.  Employee #1 got off the forklift, walked behind it and to the right side and appeared to be shoving the pallet jack off the forks and into the semi trailer.  The semi driver disappeared from the scene, then walked in front of t he trailer, and then reappeared entering his tractor on the driver's side.  The lights on the rear of the semi trailer lite up, went dark, and lite up again, an d the trailer began to move in reverse. Employee #1 was caught between the trail er and the forklift as the trailer was reversing.  The force of the tractor bega n to shove the forklift back and to the left.  Employee #1 dropped from the trai ler and fell near the back tires of the semi trailer which ran over and killed h im.","powered industrial vehicle, run over, struck by, tractor trailer",,
CLOSED,1135681.015,0936500,03/24/2016,"Walmart
			   2425 East 2nd StreetReno, NV 89502","2425 East 2nd Street, Reno, NV 89502",NonUnion,,452990/All Other General Merchandise Stores,Planned,Partial,N,Private,Safety,03/24/2016,P,05/12/2016,1135681.015,,,,,,,,,
CLOSED,1132237.015,0214200,03/14/2016,"Walmart Stores Inc., Store #3443
			   48 Route 23 NorthRiverdale, NJ 07457","48 Route 23 North, Riverdale, NJ 07457",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,03/14/2016,,06/13/2016,1132237.015,,,,,,,,,
CLOSED,1131495.015,0950621,03/10/2016,"Walmart Stores, Inc. #1760
			   1018 Riley St.Folsom, CA 95630","1018 Riley St., Folsom, CA 95630",NonUnion,,811111/General Automotive Repair,Complaint,Partial,N,Private,Safety,03/28/2016,,08/10/2016,1131495.015,,,,,,,,,
CLOSED,1126228.015,0524500,02/18/2016,"Walmart Store #1548
			   1790 E. WalnutWatseka, IL 60970","1790 E. Walnut, Watseka, IL 60970",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,02/18/2016,,09/23/2016,1126228.015,,,,,,,,,
CLOSED,1117055.015,0950643,01/08/2016,"Walmart Store#2032
			   2001 North Rose Ave.Oxnard, CA 93036","2001 North Rose Ave., Oxnard, CA 93036",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,03/24/2016,,05/10/2016,1117055.015,,,,,,,,,
CLOSED,1115308.015,0317700,12/31/2015,"Walmart Distribution Center 6080
			   100 Veterans DriveTobyhanna, PA 18466","100 Veterans Drive, Tobyhanna, PA 18466",NonUnion,,493110/General Warehousing and Storage,Referral,Partial,N,Private,Safety,12/31/2015,,03/01/2018,1115308.015,,,,,,,,,
CLOSED,1115436.015,0729300,12/30/2015,"Walmart Store # 2600
			   100 Thf BoulevardChesterfield, MO 63005","100 Thf Boulevard, Chesterfield, MO 63005",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,12/30/2015,,06/10/2016,1115436.015,,,,,,,,,
CLOSED,1113704.015,0317700,12/22/2015,"Walmart Store #2208
			   1887 Elmira StreetSayre, PA 18840","1887 Elmira Street, Sayre, PA 18840",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,12/22/2015,,08/07/2017,1113704.015,,,,,,,,,
CLOSED,1113134.015,0953220,12/18/2015,"Walmart Neighborhood Market #5269
			   490 E. Silverado Ranch Blvd.Las Vegas, NV 89183","490 E. Silverado Ranch Blvd., Las Vegas, NV 89183",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,01/22/2016,,03/03/2016,1113134.015,,,,,,,,,
CLOSED,1110254.015,0111100,12/01/2015,"Walmart
			   60 Fairgrounds Market PlazaSkowhegan, ME 04976","60 Fairgrounds Market Plaza, Skowhegan, ME 04976",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,12/01/2015,,01/13/2016,1110254.015,,,,,,,,,
CLOSED,1100683.015,0420600,10/23/2015,"Walmart Supercenter #2740
			   19910 Bruce B Downs Blvd.Tampa, FL 33647","19910 Bruce B Downs Blvd., Tampa, FL 33647",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Health,10/23/2015,,12/23/2015,1100683.015,,,,,,,,,
CLOSED,1097402.015,0830600,10/07/2015,"Walmart Stores, Inc.
			   1835 East Main StreetCortez, CO 81321","1835 East Main Street, Cortez, CO 81321",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Health,10/07/2015,,12/21/2015,1097402.015,,,,,,,,,
CLOSED,1094176.015,0729700,09/24/2015,"Walmart Supercenter
			   10600 W 21st St NWichita, KS 67205","10600 W 21st St N, Wichita, KS 67205",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,09/24/2015,,01/06/2017,1094176.015,,,,,,,,,
CLOSED,1086622.015,0950624,08/21/2015,"Walmart
			   3848 Mchenry AveModesto, CA 95356","3848 Mchenry Ave, Modesto, CA 95356",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Health,08/25/2015,,04/14/2016,1086622.015,,,,,,,,,
CLOSED,1086264.015,0418800,08/11/2015,"Walmart
			   5555 20th StVero Beach, FL 32966","5555 20th St, Vero Beach, FL 32966",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,08/11/2015,N,11/30/2015,1086264.015,,,,,,,,,
CLOSED,1083571.015,0950624,08/06/2015,"Walmart Inc.
			   1670 Mitchell RdCeres, CA 95307","1670 Mitchell Rd, Ceres, CA 95307",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,09/23/2015,,10/20/2015,1083571.015,,,,,,,,,
OPEN,1079395.015,0257220,07/22/2015,"Walmart Puerto Rico Inc
			   Carr 52 Pr 156 Bo Canaboncito Las Catalinas MallCaguas, PR 00725","Pmb 725 Po Box 4960 Caguas, Caguas, PR 00726",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Prog Other,Partial,N,Private,Safety,07/28/2015,,,1079395.015,,,,,,,,,
CLOSED,1077695.015,0729700,07/14/2015,"Walmart Store #26
			   5000 10th AveLeavenworth, KS 66048","702 Southwest 8th Street, Bentonville, AR 72716",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,10/13/2015,L,01/04/2016,1077695.015,,,,,,,,,
CLOSED,1076433.015,0418400,07/09/2015,"Walmart Store #606
			   4725 Us Highway 80 EastSavannah, GA 31410","4725 Us Highway 80 East, Savannah, GA 31410",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,12/01/2015,L,01/25/2016,1076433.015,,,,,,,,,
CLOSED,1073362.015,0950621,06/23/2015,"Walmart Stores, Inc.
			   1250 E Gibson RdWoodland, CA 95695","1250 E Gibson Rd, Woodland, CA 95695",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,09/28/2015,,05/10/2016,1073362.015,,,,,,,,,
CLOSED,1059076.015,0626600,04/28/2015,"Walmart Store # 744
			   6626 Fm 1960 RoadHumble, TX 77346","6626 Fm 1960 Road, Humble, TX 77346",NonUnion,,452910/Warehouse Clubs and Supercenters,Referral,Partial,N,Private,Safety,06/08/2015,,09/25/2015,1059076.015,,,,,,,,,
CLOSED,1057453.015,1055330,04/21/2015,"Wa317936064 - Walmart Stores Inc
			   21200 Olhava Way NwPoulsbo, WA 98370","702 Southwest 8th St Ms 3570, Bentonville, AR 72712",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,06/10/2015,S,10/28/2016,1057453.015,,,,,,,,,
CLOSED,1049804.015,0418100,03/30/2015,"Walmart Store # 1373
			   4004 Lawrenceville Hwy NwLilburn, GA 30047","4004 Lawrenceville Hwy Nw, Lilburn, GA 30047",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Complete,N,Private,Safety,03/30/2015,L,08/11/2015,1049804.015,,,,,,,,,
CLOSED,1047346.015,0213100,03/18/2015,"Walmart Dc 6096
			   300 Enterprise RoadJohnstown, NY 12095","300 Enterprise Road, Johnstown, NY 12095",NonUnion,,493120/Refrigerated Warehousing and Storage,Planned,Partial,N,Private,Safety,03/18/2015,P,08/26/2015,1047346.015,,,,,,,,,
CLOSED,1045375.015,0728500,03/10/2015,"Walmart #319
			   2015 W. Foxwood DriveRaymore, MO 64083","2015 W. Foxwood Drive, Raymore, MO 64083",NonUnion,,452112/Discount Department Stores,Fat/Cat,Partial,N,Private,Safety,06/15/2015,,05/19/2016,1045375.015,74724.015,03/09/2015,"Employee Is  Struck By Flying Tire And Wheel, Later Dies",Kansas City, ,"At 7:45 p.m. on March 9, 2016, an employee was placing a used tire on a second r im provided by the customer. The employee was setting bead by adding compressed air to the tire. The employee was adding compressed air to a tire not secured in the tire mounting machine. While adding compressed air, the bead popped, air pr essure accidentally discharged, the tire and wheel flew at the employee and his hand and arm were struck by the flying tire and wheel. The employee sustained in juries to his right hand and arm and required surgery. The employee died after b eing released from the hospital.","accidental discharge, air pressure, arm, compressed air, hand, struck by, tire, tire bead, tire rim",,
CLOSED,1040560.015,0257250,02/17/2015,"Walmart Puerto Rico Inc
			   Pmb 725 Box 4960Caguas, PR 00726","Pmb 725 Box 4960, Caguas, PR 00726",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Prog Other,Partial,N,Private,Safety,02/17/2015,,05/28/2015,1040560.015,,,,,,,,,
CLOSED,1031929.015,0950632,02/10/2015,"Walmart #1700
			   13425 Community RoadPoway, CA 92064","13425 Community Road, Poway, CA 92064",NonUnion,,452112/Discount Department Stores,Accident,Partial,N,Private,Safety,07/13/2015,,01/31/2017,1031929.015,,,,,,,,,
CLOSED,1026307.015,0728900,02/04/2015,"Walmart Stores, Inc.
			   18201 Wright StreetOmaha, NE 68130","18201 Wright Street, Omaha, NE 68130",NonUnion,,452112/Discount Department Stores,Planned,Partial,N,Private,Safety,02/05/2015,P,05/11/2015,1026307.015,,,,,,,,,
CLOSED,1022228.015,0950624,01/30/2015,"Walmart Supercenter
			   10355 Trinty ParkwayStockton, CA 95219","10355 Trinty Parkway, Stockton, CA 95219",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Health,03/05/2015,,12/12/2016,1022228.015,,,,,,,,,
ERROR,317943330,0453710,01/08/2015,"Walmart Stores #1321
			   1299 N Brightleaf BlvdSmithfield, NC 27577",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,01/08/2015,,05/20/2015,317943330.0,,,,,,,,,Safety-Manufacturing
CLOSED,1013429.015,0257250,12/10/2014,"Walmart Pr Inc
			   Car.14 Km.32.5 Parq. Ind. San IdelfonsoCoamo, PR 00769","Pmb 725 P O Box 4960, Caguas, PR 00725",NonUnion,,445210/Meat Markets,Prog Other,Partial,N,Private,Safety,12/10/2014,,04/08/2015,1013429.015,,,,,,,,,
CLOSED,1011224.015,0552652,12/09/2014,"Walmart #2100
			   1150 S Main StCheboygan, MI 49721","1150 S Main St, Cheboygan, MI 49721",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,12/10/2014,,02/24/2015,1011224.015,,,,,,,,,
CLOSED,1012577.015,0111100,12/09/2014,"Walmart Supercenter
			   24 WaltonBrewer, ME 04412","24 Walton Drive, Brewer, ME 04412",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,12/09/2014,,02/04/2015,1012577.015,,,,,,,,,
CLOSED,1012605.015,0728500,12/09/2014,"Walmart Inc.
			   3001 West BroadwayColumbia, MO 65203","3001 West Broadway, Columbia, MO 65203",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Health,12/09/2014,,02/05/2015,1012605.015,,,,,,,,,
CLOSED,1011042.015,0111100,12/02/2014,"Walmart Supercenter
			   24 Walton DriveBrewer, ME 04412","24 Walton Drive, Brewer, ME 04412",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,12/03/2014,,01/13/2015,1011042.015,,,,,,,,,
CLOSED,1005410.015,0523300,10/31/2014,"Walmart Stores, Inc.
			   3900 Deerfield DriveJanesville, WI 53545","3900 Deerfield Drive, Janesville, WI 53545",NonUnion,,424490/Other Grocery and Related Products Merchant Wholesalers,Complaint,Partial,N,Private,Safety,10/31/2014,L,02/20/2015,1005410.015,,,,,,,,,
CLOSED,1001394.015,0213100,10/17/2014,"Walmart Inc.
			   1320 Altamont Ave.Schenectady, NY 12303","1320 Altamont Ave., Schenectady, NY 12303",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,10/17/2014,,01/21/2015,1001394.015,,,,,,,,,
CLOSED,996999.015,0418300,09/25/2014,"Walmart, Inc.
			   890 Odum DriveGardendale, AL 35071","890 Odum Drive, Gardendale, AL 35071",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,09/25/2014,,01/29/2015,996999.015,,,,,,,,,
CLOSED,996174.015,0213900,09/22/2014,"Walmart
			   820 Cooper StDeptford, NJ 08096","820 Cooper St, Deptford, NJ 08096",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,09/22/2014,,03/18/2016,996174.015,,,,,,,,,
CLOSED,995484.015,0625700,09/15/2014,"Walmart Supercenter
			   880 North Hwy 190Covington, LA 70433","880 North Hwy 190, Covington, LA 70433",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,09/15/2014,,03/09/2015,995484.015,,,,,,,,,
CLOSED,990144.015,0728900,08/14/2014,"Walmart Associates, Inc.
			   12850 L StreetOmaha, NE 68137","12850 L Street, Omaha, NE 68137",NonUnion,,452112/Discount Department Stores,Planned,Partial,N,Private,Safety,08/15/2014,P,11/06/2014,990144.015,,,,,,,,,
CLOSED,984462.015,0830100,07/09/2014,"Walmart Supercenter
			   3205 Stower StreetMiles City, MT 59301","3205 Stower Street, Miles City, MT 59301",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,07/09/2014,,05/29/2015,984462.015,,,,,,,,,
ERROR,317205078,0950614,07/03/2014,"Walmart Stores, Inc
			   1919 Davis StSan Leandro, CA 94577",", ,  00000",NonUnion,5399,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,08/26/2014,,10/08/2014,317205078.0,,,,,,,,,
CLOSED,982473.015,0936300,06/25/2014,"Walmart #2126
			   95-550 Lanikuhana Ave.Mililani, HI 96789","95-550 Lanikuhana Ave., Mililani, HI 96789",NonUnion,,452111/Department Stores (except Discount Department Stores),Planned,Complete,N,Private,Safety,06/25/2014,P,03/19/2015,982473.015,,,,,,,,,
CLOSED,982470.015,0936300,06/25/2014,"Walmart #5274
			   1131 Kuala St.Pearl City, HI 96782","1131 Kuala St., Pearl City, HI 96782",NonUnion,,452111/Department Stores (except Discount Department Stores),Planned,Complete,N,Private,Safety,06/25/2014,P,09/21/2016,982470.015,,,,,,,,,
ERROR,317525467,0257260,05/23/2014,"Walmart Puerto Rico Inc Hnc Sams Club Tienda 6680
			   Plaza Del Parque 120 Ave Comerio 1500 Carr 167Bayamon, PR 00961","Pmb 725 Po Box 4960, Caguas, PR 00726",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Health,08/20/2014,,07/22/2016,317525467.0,,,,,,,,,
CLOSED,978119.015,0626300,05/23/2014,"Walmart
			   8555 Preston Rd.Frisco, TX 75034","8555 Preston Rd., Frisco, TX 75034",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,05/23/2014,,12/29/2014,978119.015,,,,,,,,,
ERROR,316673888,0950643,05/11/2014,"Walmart Stores Inc., Store #2297
			   25450 The Old Rd.Stevenson Ranch, CA 91381",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Accident,Partial,N,Private,Safety,10/09/2014,,10/06/2015,316673888.0,,,,,,,,,
CLOSED,966978.015,0729300,04/09/2014,"Walmart
			   2897 Veterans Memorial ParkwaySaint Charles, MO 63303","2897 Veterans Memorial Parkway, Saint Charles, MO 63303",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,04/09/2014,,08/25/2014,966978.015,,,,,,,,,
CLOSED,965379.015,0213100,03/28/2014,"Walmart #1994
			   25 Consumer SquarePlattsburgh, NY 12901","25 Consumer Square, Plattsburgh, NY 12901",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,03/28/2014,,09/15/2014,965379.015,,,,,,,,,
ERROR,316993864,1055350,03/19/2014,"Walmart Store #2007
			   1005 N Stratford RdMoses Lake, WA 98837","702 Southwest 8th St Ms 3570, Bentonville, AR 72712",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Unprog Rel,Partial,N,Private,Safety,03/31/2014,L,10/16/2014,316993864.0,,,,,,,,,
CLOSED,962378.015,0112300,03/10/2014,"Walmart
			   258 Post RdWesterly, RI 02891","258 Post Rd, Westerly, RI 02891",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,03/10/2014,,12/15/2014,962378.015,,,,,,,,,
ERROR,317599496,0355121,02/11/2014,"Walmart #2795
			   145 Hill Carter ParkwayAshland, VA 23005",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Planned,Partial,N,Private,Health,04/01/2014,L,05/15/2014,317599496.0,,,,,,,,,Health-Manufacturing
CLOSED,957918.015,0625400,02/06/2014,"Walmart #0437
			   310 Overcreek WaySealy, TX 77474","310 Overcreek Way, Sealy, TX 77474",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,02/06/2014,,04/22/2014,957918.015,,,,,,,,,
