#,Citation ID,Citaton Type,Standard,Issuance Date,Abatement Due Date,Current Penalty,Initial Penalty,FTA Penalty,Contest,Latest Event,Note,activity_code
2.0,1002,Other,19100305 J02 I,03/26/2013,05/10/2013,"$4,400","$4,400",$0,04/17/2013,F - Formal Settlement,,895559.015
3.0,2001,Repeat,19100303 G01,03/26/2013,,"$7,000","$33,000",$0,04/17/2013,F - Formal Settlement,,895559.015
1.0,01001,Serious,19100022 B01,05/21/2013,06/23/2013,"$2,550","$2,550",$0,06/13/2013,J - ALJ Decision,Citation has been deleted.,892560.015
2.0,01002,Serious,19100023 A08,05/21/2013,06/23/2013,"$2,550","$2,550",$0,06/13/2013,J - ALJ Decision,Citation has been deleted.,892560.015
3.0,01003,Serious,19100151 C,05/21/2013,06/23/2013,"$3,400","$3,400",$0,06/13/2013,J - ALJ Decision,Citation has been deleted.,892560.015
4.0,01004,Serious,19100176 B,05/21/2013,06/23/2013,"$3,400","$3,400",$0,06/13/2013,J - ALJ Decision,Citation has been deleted.,892560.015
5.0,01005A,Serious,19100212 A01,05/21/2013,05/21/2013,"$3,400","$3,400",$0,06/13/2013,J - ALJ Decision,Citation has been deleted.,892560.015
6.0,01005B,Serious,19100219 H01,05/21/2013,06/23/2013,$0,$0,$0,06/13/2013,J - ALJ Decision,Citation has been deleted.,892560.015
7.0,01006A,Other,19100303 B02,05/21/2013,05/21/2013,$0,"$3,400",$0,06/13/2013,J - ALJ Decision,,892560.015
8.0,01007,Serious,19100304 G05,05/21/2013,05/21/2013,"$2,550","$2,550",$0,06/13/2013,J - ALJ Decision,,892560.015
9.0,01008A,Serious,19100303 B07 IV,05/21/2013,05/21/2013,"$2,250",$0,$0,06/13/2013,J - ALJ Decision,,892560.015
10.0,01008B,Serious,19100305 G02 III,05/21/2013,05/21/2013,$0,$0,$0,06/13/2013,J - ALJ Decision,,892560.015
1.0,1001,Other,19100022 B01,07/16/2013,08/30/2013,"$3,000","$4,400",$0,,I - Informal Settlement,,891104.015
1.0,1001,Serious,VAC0120,03/14/2013,03/19/2013,"$1,593","$2,275",$0,,I - Informal Settlement,,316972272.0
1.0,1001,Other,19100303 G01,03/21/2013,03/21/2013,$0,$0,$0,,-,,315408211.0
2.0,1002,Other,19100305 G01 IV,03/21/2013,03/21/2013,$0,$0,$0,,-,,315408211.0
1.0,1001,Other,19100157 C04,12/03/2012,12/27/2012,$0,$0,$0,,-,,316827617.0
2.0,1002,Other,19100157 E02,12/03/2012,12/27/2012,$0,$0,$0,,-,,316827617.0
3.0,1003,Other,19100305 B01 II,12/03/2012,12/27/2012,$0,$0,$0,,-,,316827617.0
1.0,1001,Other,19040029 B01,02/15/2013,03/13/2013,$0,$0,$0,,-,,316604156.0
2.0,1002,Other,19100178 M05 II,02/15/2013,02/20/2013,$0,$0,$0,,-,,316604156.0
1.0,1001,Other,3203 A06 B,12/14/2012,12/19/2012,$0,$975,$0,12/21/2012,F - Formal Settlement,,316734193.0
1.0,1001,Serious,19100036 G02,12/27/2012,,"$1,626","$2,168",$0,,I - Informal Settlement,,752121.015
1.0,1001,Other,3272 B,01/08/2013,01/21/2013,$750,$750,$0,,-,,315319731.0
1.0,1001,Serious,19100303 B02,10/23/2012,11/13/2012,$800,"$1,125",$0,,I - Informal Settlement,,314223884.0
1.0,1001,Other,3241 E,09/24/2012,10/18/2012,$180,$180,$0,,-,,314999137.0
1.0,1001,Other,19100157 C01,08/28/2012,08/31/2012,$0,$0,$0,,-,,316586700.0
1.0,1001,Other,19100145 F03,08/13/2012,09/06/2012,$488,$750,$0,,I - Informal Settlement,,316572700.0
2.0,1002,Serious,19100307 C03,08/13/2012,09/06/2012,"$2,500","$2,500",$0,,I - Informal Settlement,Citation has been deleted.,316572700.0
3.0,2001,Other,19100244 A01 II,08/13/2012,09/06/2012,$0,$0,$0,,I - Informal Settlement,,316572700.0
1.0,1001,Serious,19100176 B,11/21/2012,,"$3,300","$6,600",$0,,I - Informal Settlement,,654839.015
2.0,2001,Repeat,19100036 G02,11/21/2012,,$220,$220,$0,,I - Informal Settlement,Citation has been deleted.,654839.015
3.0,3001,Other,19100305 B01 II,11/21/2012,12/04/2012,$0,$0,$0,,I - Informal Settlement,,654839.015
1.0,1001,Serious,4081001503,07/12/2012,08/14/2012,"$1,400","$1,400",$0,,-,,312075880.0
2.0,1002,Serious,4081063201,07/12/2012,08/14/2012,"$1,050","$1,050",$0,,-,,312075880.0
1.0,1001,Serious,19100243 B01,07/03/2012,07/18/2012,"$3,000","$3,000",$0,,Z - Issued,,460213.015
1.0,1001,Other,3225 A01,06/08/2012,06/13/2012,$465,$465,$0,,-,,314577446.0
1.0,1001,Other,80031010,06/25/2012,07/03/2012,$0,$0,$0,,-,,316250810.0
2.0,1002,Other,0249560901 B 03F,06/25/2012,04/27/2012,$0,$0,$0,,-,,316250810.0
1.0,1001,Other,3328 C,09/24/2012,10/11/2012,$560,$560,$0,,I - Informal Settlement,,314829417.0
2.0,2001,Other,3339 B,09/24/2012,10/04/2012,$560,"$6,890",$0,,I - Informal Settlement,,314829417.0
3.0,3001,Serious,3944 A,09/24/2012,10/04/2012,"$3,375","$6,750",$0,,I - Informal Settlement,,314829417.0
1.0,1001,Other,5162 C,06/29/2012,06/29/2012,$420,$420,$0,,-,,314330556.0
1.0,1001,Other,19100023 C01,06/08/2012,06/11/2012,"$3,000","$7,000",$0,06/29/2012,C - Contested,,330703.015
1.0,1001,Other,19100303 B07 IV,05/29/2012,06/01/2012,$0,$0,$0,,I - Informal Settlement,,316338011.0
2.0,1002,Serious,19100307 C03,05/29/2012,06/22/2012,"$1,625","$1,625",$0,,I - Informal Settlement,,316338011.0
3.0,2001,Other,19040032 A04,05/29/2012,06/01/2012,$0,$0,$0,,I - Informal Settlement,,316338011.0
4.0,2002,Other,19100305 G01 IVA,05/29/2012,06/01/2012,$0,$0,$0,,I - Informal Settlement,,316338011.0
1.0,1001,Serious,19100303 B07 IV,02/10/2012,03/07/2012,$480,$750,$0,,I - Informal Settlement,,316067958.0
1.0,1001,Other,3241 C,02/27/2012,03/22/2012,$560,$560,$0,,-,,315316901.0
2.0,1002,Other,6151 C01,02/27/2012,03/22/2012,$375,$375,$0,,-,,315316901.0
1.0,1001,Serious,4081021302,02/17/2012,02/17/2012,"$1,400","$1,400",$0,,-,,312062946.0
2.0,1002,Serious,4081021502,02/17/2012,03/06/2012,"$1,400","$1,400",$0,,-,,312062946.0
3.0,1003,Serious,4081215401,02/17/2012,03/06/2012,"$1,050","$1,050",$0,,-,,312062946.0
4.0,2001,Other,40810011 D,02/17/2012,02/17/2012,$0,$0,$0,,-,,312062946.0
5.0,2002,Other,40817211 D,02/17/2012,02/17/2012,$0,$0,$0,,-,,312062946.0
6.0,2003,Other,19100169 B03 IV,02/17/2012,03/06/2012,$0,$0,$0,,-,,312062946.0
7.0,2004,Other,19101200 F05,02/17/2012,02/17/2012,$0,$0,$0,,-,,312062946.0
1.0,1001,Other,19100022 A01,01/06/2012,01/09/2012,$0,$0,$0,,-,,316110717.0
1.0,01001A,Other,19100305 B01 I,05/23/2012,05/28/2012,"$5,000","$22,000",$0,06/04/2012,F - Formal Settlement,,315751826.0
2.0,01001B,Other,19100305 G02 III,05/23/2012,05/28/2012,$0,$0,$0,06/04/2012,F - Formal Settlement,,315751826.0
3.0,02001,Other,19100178 L06,05/23/2012,05/28/2012,$0,$0,$0,06/04/2012,F - Formal Settlement,Citation has been deleted.,315751826.0
1.0,1001,Serious,19100036 G02,01/18/2012,01/23/2012,"$1,517","$2,167",$0,,I - Informal Settlement,,315541631.0
2.0,1002,Serious,19100303 B02,01/18/2012,01/23/2012,"$1,517","$2,167",$0,,I - Informal Settlement,,315541631.0
3.0,1003,Serious,19100305 G01 IVD,01/18/2012,01/23/2012,$0,"$2,167",$0,,I - Informal Settlement,,315541631.0
1.0,01001A,Serious,19100132 A,05/23/2012,06/25/2012,"$3,300","$4,400",$0,06/04/2012,F - Formal Settlement,,315751537.0
2.0,01001B,Serious,19100132 F03 III,05/23/2012,06/25/2012,$0,$0,$0,06/04/2012,F - Formal Settlement,Citation has been deleted.,315751537.0
3.0,01001C,Serious,19100138 A,05/23/2012,06/25/2012,$0,$0,$0,06/04/2012,F - Formal Settlement,Citation has been deleted.,315751537.0
4.0,02001A,Other,19100037 A03,05/23/2012,05/28/2012,"$5,000","$24,200",$0,06/04/2012,F - Formal Settlement,,315751537.0
5.0,02001B,Repeat,19100176 A,05/23/2012,05/28/2012,$0,$0,$0,06/04/2012,F - Formal Settlement,Citation has been deleted.,315751537.0
6.0,02002,Repeat,19100157 C01,05/23/2012,06/10/2012,"$2,000","$2,000",$0,06/04/2012,F - Formal Settlement,Citation has been deleted.,315751537.0
1.0,1001,Other,3210 B,01/05/2012,01/17/2012,$280,$280,$0,,-,,314570243.0
2.0,1002,Other,3276 E11,01/05/2012,01/17/2012,$280,$280,$0,,-,,314570243.0
1.0,1001,Other,4081371301,01/30/2012,03/05/2012,$600,$600,$0,,-,,312057896.0
1.0,1001,Serious,19100037 A03,01/18/2012,01/23/2012,$956,"$1,365",$0,,I - Informal Settlement,,315827824.0
2.0,2001,Other,19100157 C01,01/18/2012,01/23/2012,$0,$0,$0,,-,,315827824.0
3.0,2002,Other,19100303 F,01/18/2012,01/23/2012,$455,$650,$0,,I - Informal Settlement,,315827824.0
1.0,1001,Repeat,19100037 A03,01/05/2012,01/10/2012,"$15,000","$15,000",$0,,I - Informal Settlement,Citation has been deleted.,314727058.0
2.0,1002,Serious,19100037 A03,01/05/2012,01/10/2012,"$7,000","$7,000",$0,,I - Informal Settlement,,314727058.0
1.0,1001,Other,4081021302,12/09/2011,01/11/2012,$0,$0,$0,,-,,312054901.0
1.0,01001A,Other,19100022 A02,12/07/2011,02/02/2012,"$2,700","$2,700",$0,,I - Informal Settlement,,315817122.0
2.0,01001B,Serious,19101200 E01,12/07/2011,12/30/2011,$0,$0,$0,,I - Informal Settlement,Citation has been deleted.,315817122.0
3.0,02001,Other,19100157 E03,12/07/2011,12/15/2011,$0,"$4,500",$0,,I - Informal Settlement,Citation has been deleted.,315817122.0
1.0,2001,Other,VAC0120,12/20/2011,12/23/2011,$0,$0,$0,,-,,316065879.0
2.0,2002,Other,19100037 A03,12/20/2011,12/23/2011,$0,$0,$0,,-,,316065879.0
1.0,1001,Serious,19100176 B,10/13/2011,10/28/2011,"$1,785","$2,550",$0,,I - Informal Settlement,,315918748.0
1.0,1001,Serious,19100023 A08,11/22/2011,11/25/2011,"$1,964","$2,805",$0,,I - Informal Settlement,,314726423.0
2.0,2001,Other,19100303 G01,11/22/2011,11/22/2011,$0,$187,$0,,I - Informal Settlement,,314726423.0
1.0,1001,Other,19100022 A01,09/23/2011,09/28/2011,"$2,500","$2,550",$0,,I - Informal Settlement,,98356.015
2.0,1002,Other,19100176 B,09/23/2011,09/30/2011,"$3,000","$4,250",$0,,I - Informal Settlement,,98356.015
3.0,2001,Other,19100303 G01,09/23/2011,09/28/2011,$200,$200,$0,,I - Informal Settlement,,98356.015
4.0,3001,Other,19100303 B02,09/23/2011,09/28/2011,$0,$0,$0,,I - Informal Settlement,,98356.015
1.0,01001,Serious,19101030 D03 II,01/27/2012,02/06/2012,"$7,000","$5,500",$0,02/16/2012,J - ALJ Decision,,315502880.0
2.0,01002A,Serious,19101030 F02 I,01/27/2012,02/06/2012,"$7,000","$5,500",$0,02/16/2012,J - ALJ Decision,,315502880.0
3.0,01002B,Serious,19101030 C02 IA,01/27/2012,02/13/2012,$0,$0,$0,02/16/2012,J - ALJ Decision,,315502880.0
4.0,01003A,Serious,19101030 G02 VIIA,01/27/2012,02/29/2012,"$7,000","$5,500",$0,02/16/2012,J - ALJ Decision,,315502880.0
5.0,01003B,Serious,19101030 G02 VIIB,01/27/2012,02/29/2012,$0,$0,$0,02/16/2012,J - ALJ Decision,,315502880.0
6.0,01003C,Serious,19101030 G02 VIID,01/27/2012,02/29/2012,$0,$0,$0,02/16/2012,J - ALJ Decision,,315502880.0
7.0,01003D,Serious,19101030 G02VIII,01/27/2012,02/29/2012,$0,$0,$0,02/16/2012,J - ALJ Decision,,315502880.0
8.0,01003E,Serious,19101030 G02 VIIL,01/27/2012,02/29/2012,$0,$0,$0,02/16/2012,J - ALJ Decision,,315502880.0
9.0,01003F,Serious,19101030 G02 VIIM,01/27/2012,02/29/2012,$0,$0,$0,02/16/2012,J - ALJ Decision,,315502880.0
10.0,01003G,Serious,19101030 G02 VIIN,01/27/2012,02/29/2012,$0,$0,$0,02/16/2012,J - ALJ Decision,,315502880.0
11.0,01003H,Serious,19101030 G02 VIII,01/27/2012,02/29/2012,$0,$0,$0,02/16/2012,J - ALJ Decision,,315502880.0
12.0,02005A,Serious,19100132 F01,01/27/2012,02/06/2012,"$7,000","$27,500",$0,02/16/2012,J - ALJ Decision,,315502880.0
13.0,02005B,Serious,19100133 A01,01/27/2012,02/06/2012,$0,"$27,500",$0,02/16/2012,J - ALJ Decision,,315502880.0
14.0,02006A,Serious,19101200 G08,01/27/2012,02/06/2012,"$7,000","$27,500",$0,02/16/2012,J - ALJ Decision,,315502880.0
15.0,02006B,Serious,19101200 H01,01/27/2012,02/29/2012,$0,"$27,500",$0,02/16/2012,J - ALJ Decision,,315502880.0
1.0,01001,Other,19100037 B07,01/27/2012,02/06/2012,"$4,400","$4,400",$0,02/16/2012,J - ALJ Decision,,315502476.0
2.0,01003,Serious,19100146 C02,01/27/2012,02/29/2012,"$7,000","$7,000",$0,02/16/2012,J - ALJ Decision,Citation has been deleted.,315502476.0
3.0,01005,Serious,19100146 C08 V,01/27/2012,02/29/2012,"$4,400","$4,400",$0,02/16/2012,J - ALJ Decision,Citation has been deleted.,315502476.0
4.0,01006A,Serious,19100146 G01,01/27/2012,02/29/2012,"$7,000","$7,000",$0,02/16/2012,J - ALJ Decision,Citation has been deleted.,315502476.0
5.0,01006B,Serious,19100146 H01,01/27/2012,02/29/2012,$0,$0,$0,02/16/2012,J - ALJ Decision,Citation has been deleted.,315502476.0
6.0,01007,Serious,19100147 C06 I,01/27/2012,02/29/2012,"$5,500","$5,500",$0,02/16/2012,J - ALJ Decision,,315502476.0
7.0,01008,Serious,19100147 C07 IA,01/27/2012,02/29/2012,"$5,500","$5,500",$0,02/16/2012,J - ALJ Decision,,315502476.0
8.0,01009,Serious,19100147 F02 I,01/27/2012,02/06/2012,"$4,400","$4,400",$0,02/16/2012,J - ALJ Decision,Citation has been deleted.,315502476.0
9.0,01010,Other,19100176 A,01/27/2012,02/01/2012,"$4,400","$4,400",$0,02/16/2012,J - ALJ Decision,,315502476.0
10.0,01011,Serious,19100212 A01,01/27/2012,02/01/2012,"$4,400","$4,400",$0,02/16/2012,J - ALJ Decision,,315502476.0
11.0,01012A,Serious,19100146 C01,01/27/2012,02/29/2012,"$7,000","$7,000",$0,02/16/2012,J - ALJ Decision,,315502476.0
12.0,01012B,Serious,19100146 C04,01/27/2012,02/29/2012,$0,"$7,000",$0,02/16/2012,J - ALJ Decision,,315502476.0
13.0,02001,Other,19100023 C01,01/27/2012,02/01/2012,"$9,800","$22,000",$0,02/16/2012,J - ALJ Decision,,315502476.0
14.0,02002,Serious,19100037 A03,01/27/2012,02/06/2012,"$7,000","$22,000",$0,02/16/2012,J - ALJ Decision,,315502476.0
15.0,02003,Repeat,19100147 C04 I,01/27/2012,02/06/2012,"$70,000","$35,000",$0,02/16/2012,J - ALJ Decision,,315502476.0
16.0,02004,Repeat,19100176 B,01/27/2012,02/06/2012,"$55,000","$55,000",$0,02/16/2012,J - ALJ Decision,Citation has been deleted.,315502476.0
17.0,02005A,Serious,19100215 A04,01/27/2012,02/06/2012,"$7,000","$22,000",$0,02/16/2012,J - ALJ Decision,,315502476.0
18.0,02005B,Serious,19100215 B09,01/27/2012,02/06/2012,$0,$0,$0,02/16/2012,J - ALJ Decision,,315502476.0
19.0,02006,Repeat,19100303 G01,01/27/2012,02/29/2012,"$30,000","$22,000",$0,02/16/2012,J - ALJ Decision,,315502476.0
20.0,03001,Other,19100146 L01,01/27/2012,02/29/2012,$0,$0,$0,02/16/2012,J - ALJ Decision,Citation has been deleted.,315502476.0
21.0,03002,Other,19100303 B08 I,01/27/2012,02/01/2012,$0,$0,$0,02/16/2012,J - ALJ Decision,,315502476.0
1.0,1001,Serious,19100212 A03 I,07/21/2011,07/26/2011,"$3,366","$3,366",$0,,-,,315477539.0
2.0,2001,Other,19100303 G01,07/21/2011,07/26/2011,$0,$0,$0,,-,,315477539.0
3.0,2002,Other,19100305 B01,07/21/2011,07/27/2011,$0,$0,$0,,-,,315477539.0
4.0,2003,Other,19100305 G02 III,07/21/2011,07/26/2011,$0,$0,$0,,-,,315477539.0
1.0,1001,Other,3220 E01,05/27/2011,08/10/2011,$100,$100,$0,,A - Amendment,,310099916.0
2.0,1002,Other,3220 E02 A,05/27/2011,08/10/2011,$0,$0,$0,,A - Amendment,,310099916.0
1.0,1001,Serious,19100022 A01,06/13/2011,06/30/2011,"$4,900","$7,000",$0,,I - Informal Settlement,,315550434.0
1.0,1001,Other,19040032 A01,06/20/2011,06/30/2011,$0,"$2,000",$0,06/30/2011,D - Govt Dismissed,,314011214.0
2.0,1002,Other,19040032 B03,06/20/2011,06/30/2011,$100,"$2,000",$0,06/30/2011,F - Formal Settlement,,314011214.0
1.0,1001,Other,3314 C,06/08/2011,06/13/2011,$750,$750,$0,,-,,314568205.0
1.0,1001,Other,19100119 F01 IIIB,06/30/2011,08/05/2011,$0,$0,$0,07/22/2011,F - Formal Settlement,,315285080.0
2.0,1002,Other,19100119 J02,06/30/2011,08/05/2011,$0,$0,$0,07/22/2011,F - Formal Settlement,,315285080.0
3.0,1003,Other,19100119 J04 IV,06/30/2011,08/05/2011,$0,$0,$0,07/22/2011,F - Formal Settlement,,315285080.0
4.0,1004,Other,19100119 L01,06/30/2011,07/05/2011,$0,$0,$0,07/22/2011,F - Formal Settlement,,315285080.0
1.0,1001,Other,19100138 A,05/23/2011,05/26/2011,$100,"$1,125",$0,05/27/2011,F - Formal Settlement,,314941501.0
1.0,1001,Other,3272 B,04/12/2011,04/15/2011,$750,$750,$0,,-,,312363500.0
1.0,1001,Other,3254720103,04/11/2011,05/16/2011,$0,$0,$0,,-,,311996912.0
2.0,2001,Other,4082234901,03/01/2013,04/03/2013,"$1,000","$1,000",$0,,-,,311996912.0
1.0,1001,Serious,5A0001,03/30/2011,04/25/2011,"$3,500","$7,000",$0,04/20/2011,F - Formal Settlement,,315174250.0
2.0,1002,Serious,19100136 A,03/30/2011,04/18/2011,"$2,250","$4,500",$0,04/20/2011,F - Formal Settlement,,315174250.0
3.0,2001,Other,19100133 A01,03/30/2011,04/18/2011,$0,$0,$0,04/20/2011,F - Formal Settlement,,315174250.0
4.0,2002,Other,19100138 A,03/30/2011,04/18/2011,$0,$0,$0,04/20/2011,F - Formal Settlement,,315174250.0
1.0,1001,Serious,4081073101,04/06/2011,04/25/2011,"$1,200","$1,200",$0,,-,,311994693.0
2.0,1002,Serious,4081173202,04/06/2011,04/25/2011,"$1,200","$1,200",$0,,-,,311994693.0
3.0,1003,Serious,19100303 G02 I,04/06/2011,04/06/2011,"$1,200","$1,200",$0,,-,,311994693.0
4.0,2001,Other,4081068503,04/06/2011,04/06/2011,$0,$0,$0,,-,,311994693.0
1.0,1001,Other,19100101 B,03/01/2011,03/25/2011,$0,$0,$0,,-,,315281394.0
1.0,1001,Serious,80016050,05/11/2011,08/12/2011,"$6,000","$6,000",$0,05/24/2011,F - Formal Settlement,,314715509.0
2.0,1002,Serious,80017030,05/11/2011,08/12/2011,"$6,000","$6,000",$0,05/24/2011,F - Formal Settlement,,314715509.0
3.0,2001,Serious,80016065,05/11/2011,08/12/2011,"$3,000","$3,000",$0,05/24/2011,F - Formal Settlement,,314715509.0
4.0,2002,Other,80017015,05/11/2011,01/25/2011,$0,"$1,000",$0,05/24/2011,F - Formal Settlement,,314715509.0
1.0,1001,Serious,19100157 C01,01/19/2011,02/21/2011,"$2,550","$2,550",$0,02/11/2011,J - ALJ Decision,Citation has been deleted.,315178053.0
2.0,1002,Serious,19100176 A,01/19/2011,02/21/2011,"$2,550","$2,550",$0,02/11/2011,J - ALJ Decision,Citation has been deleted.,315178053.0
3.0,1003,Serious,19100176 B,01/19/2011,02/21/2011,"$3,400","$3,400",$0,02/11/2011,J - ALJ Decision,,315178053.0
4.0,2001,Other,19100303 G01,01/19/2011,01/24/2011,$0,$0,$0,02/11/2011,J - ALJ Decision,,315178053.0
1.0,1001,Serious,19100132 F01,05/24/2011,05/30/2011,"$5,600","$7,000",$0,,I - Informal Settlement,,314276494.0
2.0,1002,Serious,19100263 I06 III,05/24/2011,06/10/2011,$0,"$7,000",$0,,I - Informal Settlement,Citation has been deleted.,314276494.0
3.0,2001,Other,19040040 A,05/24/2011,05/30/2011,"$1,000","$1,000",$0,,I - Informal Settlement,,314276494.0
1.0,1001,Serious,19100037 A03,01/07/2011,01/20/2011,"$2,800","$4,000",$0,,I - Informal Settlement,,314040999.0
1.0,1001,Serious,19100178 Q07,12/13/2010,01/15/2011,"$2,168","$3,740",$0,,I - Informal Settlement,,314589441.0
2.0,2001,Other,19100305 G02 III,12/13/2010,01/15/2011,$0,$0,$0,,I - Informal Settlement,,314589441.0
1.0,1001,Other,19100026 C02 VII,12/03/2010,01/05/2011,$0,$0,$0,,-,,315001198.0
2.0,1002,Other,19100305 G01 I,12/03/2010,01/05/2011,$0,$0,$0,,-,,315001198.0
1.0,1001,Serious,4081073101,12/09/2010,12/27/2010,"$1,200","$1,200",$0,,A - Amendment,,312037963.0
2.0,1002,Serious,4081173202,12/09/2010,12/27/2010,"$1,200","$1,200",$0,,A - Amendment,,312037963.0
3.0,1003,Serious,19100303 G02 I,12/09/2010,12/09/2010,"$1,200","$1,200",$0,,A - Amendment,,312037963.0
4.0,1004,Serious,19100147 C04 I,12/09/2010,12/27/2010,"$1,200","$1,200",$0,,A - Amendment,,312037963.0
5.0,2001,Other,4081023106,12/09/2010,12/09/2010,$0,$0,$0,,A - Amendment,,312037963.0
6.0,2002,Other,19100304 G05,12/09/2010,12/09/2010,$0,$0,$0,,A - Amendment,,312037963.0
7.0,2003,Other,19100305 B02 I,12/09/2010,12/09/2010,$0,$0,$0,,A - Amendment,,312037963.0
8.0,2004,Other,19100305 C04,12/09/2010,12/27/2010,$0,$0,$0,,A - Amendment,,312037963.0
9.0,2005,Other,19100305 G01 IV,12/09/2010,12/09/2010,$0,$0,$0,,A - Amendment,,312037963.0
10.0,2006,Other,19100305 G02 III,12/09/2010,12/09/2010,$0,$0,$0,,A - Amendment,,312037963.0
11.0,2007,Other,4081400707,12/09/2010,12/09/2010,$0,$0,$0,,A - Amendment,,312037963.0
12.0,2008,Other,4081725103,12/09/2010,12/09/2010,$0,$0,$0,,A - Amendment,,312037963.0
13.0,2009,Other,19100169 B03 I,12/09/2010,12/09/2010,$0,$0,$0,,A - Amendment,,312037963.0
1.0,1001,Other,19100029 A01,10/28/2010,11/02/2010,$0,$0,$0,,-,,315001057.0
1.0,1001,Serious,19100037 A03,10/29/2010,11/04/2010,"$1,890","$3,150",$0,,I - Informal Settlement,,314302365.0
1.0,1001,Serious,19100101 B,10/06/2010,10/11/2010,"$1,275","$2,125",$0,01/19/2011,F - Formal Settlement,,313760811.0
2.0,1002,Serious,19100305 B02,10/06/2010,10/11/2010,"$1,020","$1,700",$0,01/19/2011,F - Formal Settlement,,313760811.0
1.0,1001,Serious,19100215 B09,09/03/2010,09/29/2010,"$1,500","$1,500",$0,,I - Informal Settlement,,314737834.0
2.0,2001,Other,19100169 B03 IV,09/03/2010,09/29/2010,$0,$0,$0,,I - Informal Settlement,Citation has been deleted.,314737834.0
1.0,1001,Other,19100134 C02 I,09/02/2010,06/03/2011,$0,$0,$0,09/29/2010,F - Formal Settlement,,314658287.0
2.0,1002,Other,19101200 H03 II,09/02/2010,09/28/2010,$0,$0,$0,09/29/2010,F - Formal Settlement,Citation has been deleted.,314658287.0
1.0,1001,Other,2031002,09/29/2010,11/01/2010,$0,$0,$0,,-,,313741159.0
2.0,1002,Other,19100024 F,09/29/2010,10/11/2010,$0,$0,$0,,-,,313741159.0
3.0,1003,Other,19100242 A,09/29/2010,10/11/2010,$0,$0,$0,,-,,313741159.0
1.0,1001,Other,4082213901,08/24/2010,08/24/2010,$0,$0,$0,,-,,308878610.0
1.0,1001,Other,19100022 A02,11/16/2010,12/03/2010,$300,"$1,700",$0,12/14/2010,J - ALJ Decision,,313847592.0
2.0,1002,Other,19100212 A05,11/16/2010,12/03/2010,$900,"$1,700",$0,12/14/2010,J - ALJ Decision,,313847592.0
1.0,1001,Other,3203 A,06/25/2010,07/28/2010,$280,$280,$0,07/16/2010,W - Empr Withdrew,,313165953.0
2.0,1002,Other,3650 C,06/25/2010,06/30/2010,$375,$375,$0,07/16/2010,W - Empr Withdrew,,313165953.0
3.0,1003,Other,5162 E,06/25/2010,06/30/2010,$375,$375,$0,07/16/2010,W - Empr Withdrew,,313165953.0
4.0,2001,Other,4355 A02,06/25/2010,06/30/2010,$750,"$6,750",$0,07/16/2010,F - Formal Settlement,,313165953.0
1.0,1001,Other,23400012 A,08/30/2010,09/07/2010,$600,$600,$0,,-,,312663867.0
1.0,1001,Other,19100243 B02,07/19/2010,08/12/2010,$0,$0,$0,,-,,314256181.0
1.0,1001,Other,23400012 A,09/28/2010,10/01/2010,$225,$375,$0,10/29/2010,F - Formal Settlement,,314147109.0
2.0,2001,Serious,3203 A07 C,09/28/2010,10/01/2010,"$2,250","$3,375",$0,10/29/2010,F - Formal Settlement,,314147109.0
1.0,1001,Serious,19100303 B01,06/21/2010,06/24/2010,$788,$788,$0,,-,,314539800.0
2.0,2001,Other,19100176 B,06/21/2010,06/24/2010,$0,$0,$0,,-,,314539800.0
1.0,1001,Serious,19100304 G05,07/01/2010,07/20/2010,"$1,500","$1,500",$0,,-,,314489782.0
2.0,2001,Other,19100157 E03,07/01/2010,07/20/2010,$0,$0,$0,,-,,314489782.0
1.0,1001,Serious,19100145 F03,05/26/2010,06/01/2010,"$1,785","$2,100",$0,,I - Informal Settlement,,313831075.0
1.0,1001,Serious,19100176 A,08/06/2010,09/01/2010,$0,"$2,975",$0,05/03/2012,F - Formal Settlement,Citation has been deleted.,313454191.0
2.0,1002,Serious,19100178 G02,08/06/2010,08/11/2010,$0,"$1,275",$0,05/03/2012,F - Formal Settlement,Citation has been deleted.,313454191.0
3.0,1003,Serious,19100178 M07,08/06/2010,09/01/2010,$0,"$1,275",$0,05/03/2012,F - Formal Settlement,Citation has been deleted.,313454191.0
4.0,1004,Serious,19100303 B02,08/06/2010,08/11/2010,$0,"$1,275",$0,05/03/2012,F - Formal Settlement,Citation has been deleted.,313454191.0
5.0,1005,Serious,19100305 B02,08/06/2010,08/11/2010,$0,"$1,275",$0,05/03/2012,F - Formal Settlement,Citation has been deleted.,313454191.0
6.0,1006,Other,19100305 G02 II,08/06/2010,08/11/2010,$400,"$1,275",$0,05/03/2012,F - Formal Settlement,,313454191.0
7.0,2001,Other,19040029 B01,08/06/2010,09/01/2010,$0,$0,$0,05/03/2012,F - Formal Settlement,,313454191.0
1.0,1001,Other,19100037 A03,07/21/2010,07/27/2010,$300,"$1,125",$0,08/09/2010,F - Formal Settlement,,311391023.0
2.0,1002,Serious,19100136 A,07/21/2010,08/07/2010,"$1,125","$1,125",$0,08/09/2010,F - Formal Settlement,Citation has been deleted.,311391023.0
3.0,1003,Other,19100176 A,07/21/2010,07/31/2010,$500,"$1,125",$0,08/09/2010,F - Formal Settlement,,311391023.0
4.0,1004,Other,19100176 B,07/21/2010,07/27/2010,$0,"$1,125",$0,08/09/2010,F - Formal Settlement,,311391023.0
