Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code
FTA Penalty,$0,$0,$0,$0,$0,$0,1460827.015
Initial Violations,1,,,1,,2,1467491.015
Current Violations,1,,,1,,2,1467491.015
Initial Penalty,$700,$0,$0,$0,$0,$700,1467491.015
Current Penalty,$700,$0,$0,$0,$0,$700,1467491.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1467491.015
Initial Violations,1,,3,,,4,1457133.015
Current Violations,,,2,1,,3,1457133.015
Initial Penalty,"$6,361",$0,"$275,671",$0,$0,"$282,032",1457133.015
Current Penalty,$0,$0,"$171,000","$5,000",$0,"$176,000",1457133.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1457133.015
Initial Violations,1,,1,1,,3,1454448.015
Current Violations,1,,1,1,,3,1454448.015
Initial Penalty,"$2,400",$0,"$6,000","$1,200",$0,"$9,600",1454448.015
Current Penalty,"$2,400",$0,"$6,000","$1,200",$0,"$9,600",1454448.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1454448.015
Initial Violations,,,1,,,1,1454236.015
Current Violations,,,1,,,1,1454236.015
Initial Penalty,$0,$0,"$106,029",$0,$0,"$106,029",1454236.015
Current Penalty,$0,$0,"$63,617",$0,$0,"$63,617",1454236.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1454236.015
Initial Violations,1,,3,,,4,1453267.015
Current Violations,,,3,1,,4,1453267.015
Initial Penalty,"$10,603",$0,"$339,284",$0,$0,"$349,887",1453267.015
Current Penalty,$0,$0,"$220,535","$6,892",$0,"$227,427",1453267.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1453267.015
Initial Violations,1,,,4,,5,1453278.015
Current Violations,1,,,4,,5,1453278.015
Initial Penalty,"$1,350",$0,$0,$0,$0,"$1,350",1453278.015
Current Penalty,"$1,350",$0,$0,$0,$0,"$1,350",1453278.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1453278.015
Initial Violations,,,1,,,1,1453164.015
Current Violations,,,1,,,1,1453164.015
Initial Penalty,$0,$0,"$96,390",$0,$0,"$96,390",1453164.015
Current Penalty,$0,$0,"$67,473",$0,$0,"$67,473",1453164.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1453164.015
Initial Violations,1,,,1,,2,1452137.015
Current Violations,1,,,1,,2,1452137.015
Initial Penalty,"$4,620",$0,$0,$0,$0,"$4,620",1452137.015
Current Penalty,"$4,620",$0,$0,$0,$0,"$4,620",1452137.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1452137.015
Initial Violations,,,1,,,1,1452650.015
Current Violations,,,1,,,1,1452650.015
Initial Penalty,$0,$0,"$127,226",$0,$0,"$127,226",1452650.015
Current Penalty,$0,$0,"$82,697",$0,$0,"$82,697",1452650.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1452650.015
Initial Violations,,2,,,,2,1451149.015
Current Violations,,2,,,,2,1451149.015
Initial Penalty,$0,"$254,446",$0,$0,$0,"$254,446",1451149.015
Current Penalty,$0,"$165,390",$0,$0,$0,"$165,390",1451149.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1451149.015
Initial Violations,,,3,,,3,1452332.015
Current Violations,,,3,,,3,1452332.015
Initial Penalty,$0,$0,"$233,255",$0,$0,"$233,255",1452332.015
Current Penalty,$0,$0,"$163,279",$0,$0,"$163,279",1452332.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1452332.015
Initial Violations,1,,,,,1,1459848.015
Current Violations,1,,,,,1,1459848.015
Initial Penalty,$700,$0,$0,$0,$0,$700,1459848.015
Current Penalty,$700,$0,$0,$0,$0,$700,1459848.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1459848.015
Initial Violations,1,,,,,1,1448712.015
Current Violations,1,,,,,1,1448712.015
Initial Penalty,"$2,500",$0,$0,$0,$0,"$2,500",1448712.015
Current Penalty,"$2,500",$0,$0,$0,$0,"$2,500",1448712.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1448712.015
Initial Violations,,,,2,,2,1464549.015
Current Violations,,,,2,,2,1464549.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1464549.015
Current Penalty,$0,$0,$0,$0,$0,$0,1464549.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1464549.015
Initial Violations,3,,3,,,6,1448428.015
Current Violations,3,,1,1,,5,1448428.015
Initial Penalty,"$37,115",$0,"$391,389",$0,$0,"$428,504",1448428.015
Current Penalty,"$39,135",$0,"$130,463",$0,$0,"$169,598",1448428.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1448428.015
Initial Violations,1,,,1,,2,1447228.015
Current Violations,1,,,1,,2,1447228.015
Initial Penalty,"$11,740",$0,$0,"$5,000",$0,"$16,740",1447228.015
Current Penalty,"$8,218",$0,$0,"$3,500",$0,"$11,718",1447228.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1447228.015
Initial Violations,,,3,,,3,1447417.015
Current Violations,,,3,,,3,1447417.015
Initial Penalty,$0,$0,"$275,671",$0,$0,"$275,671",1447417.015
Current Penalty,$0,$0,"$192,970",$0,$0,"$192,970",1447417.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1447417.015
Initial Violations,,,1,,,1,1446800.015
Current Violations,,,1,,,1,1446800.015
Initial Penalty,$0,$0,"$84,821",$0,$0,"$84,821",1446800.015
Current Penalty,$0,$0,"$59,375",$0,$0,"$59,375",1446800.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1446800.015
Initial Violations,3,,,,,3,1446051.015
Current Violations,3,,,,,3,1446051.015
Initial Penalty,"$7,100",$0,$0,$0,$0,"$7,100",1446051.015
Current Penalty,"$7,100",$0,$0,$0,$0,"$7,100",1446051.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1446051.015
Initial Violations,2,,,,,2,1445218.015
Current Violations,1,,,,,1,1445218.015
Initial Penalty,"$23,133",$0,$0,$0,$0,"$23,133",1445218.015
Current Penalty,"$13,494",$0,$0,$0,$0,"$13,494",1445218.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1445218.015
Initial Violations,,,3,,,3,1443653.015
Current Violations,,,3,,,3,1443653.015
Initial Penalty,$0,$0,"$344,091",$0,$0,"$344,091",1443653.015
Current Penalty,$0,$0,"$206,455",$0,$0,"$206,455",1443653.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1443653.015
Initial Violations,,,1,,,1,1443300.015
Current Violations,,,1,,,1,1443300.015
Initial Penalty,$0,$0,"$84,821",$0,$0,"$84,821",1443300.015
Current Penalty,$0,$0,"$55,134",$0,$0,"$55,134",1443300.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1443300.015
Initial Violations,3,1,7,1,,12,1443323.015
Current Violations,3,1,7,1,,12,1443323.015
Initial Penalty,"$23,325","$127,223","$487,731","$1,190",$0,"$639,469",1443323.015
Current Penalty,"$15,161","$82,695","$317,024",$773,$0,"$415,653",1443323.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1443323.015
Initial Violations,,,,1,,1,1445436.015
Current Violations,,,,1,,1,1445436.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1445436.015
Current Penalty,$0,$0,$0,$0,$0,$0,1445436.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1445436.015
Initial Violations,1,,1,,,2,1442744.015
Current Violations,1,,1,,,2,1442744.015
Initial Penalty,"$9,975",$0,"$99,750",$0,$0,"$109,725",1442744.015
Current Penalty,"$9,975",$0,"$59,850",$0,$0,"$69,825",1442744.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1442744.015
Initial Violations,,,,1,,1,1441668.015
Current Violations,,,,1,,1,1441668.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1441668.015
Current Penalty,$0,$0,$0,$0,$0,$0,1441668.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1441668.015
Initial Violations,,,1,3,,4,1439178.015
Current Violations,,,1,3,,4,1439178.015
Initial Penalty,$0,$0,"$1,000",$0,$0,"$1,000",1439178.015
Current Penalty,$0,$0,"$1,000",$0,$0,"$1,000",1439178.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1439178.015
Initial Violations,3,3,1,,,7,1440331.015
Current Violations,3,3,1,,,7,1440331.015
Initial Penalty,"$23,325","$389,383","$127,226",$0,$0,"$539,934",1440331.015
Current Penalty,"$16,328","$272,568","$89,058",$0,$0,"$377,954",1440331.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1440331.015
Initial Violations,1,,4,,,5,1438186.015
Current Violations,1,,4,,,5,1438186.015
Initial Penalty,"$8,482",$0,"$345,151",$0,$0,"$353,633",1438186.015
Current Penalty,"$5,089",$0,"$207,091",$0,$0,"$212,180",1438186.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1438186.015
Initial Violations,3,,,1,,4,1438745.015
Current Violations,3,,,1,,4,1438745.015
Initial Penalty,"$8,250",$0,$0,$0,$0,"$8,250",1438745.015
Current Penalty,"$8,250",$0,$0,$0,$0,"$8,250",1438745.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1438745.015
Initial Violations,1,,1,,,2,1436770.015
Current Violations,1,,1,,,2,1436770.015
Initial Penalty,"$8,336",$0,$416,$0,$0,"$8,752",1436770.015
Current Penalty,"$6,000",$0,$300,$0,$0,"$6,300",1436770.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1436770.015
Initial Violations,,,,2,,2,1434100.015
Current Violations,,,,2,,2,1434100.015
Initial Penalty,$0,$0,$0,$700,$0,$700,1434100.015
Current Penalty,$0,$0,$0,$490,$0,$490,1434100.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1434100.015
Initial Violations,,,,3,,3,1432991.015
Current Violations,,,,3,,3,1432991.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1432991.015
Current Penalty,$0,$0,$0,$0,$0,$0,1432991.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1432991.015
Initial Violations,4,,,2,,6,1434769.015
Current Violations,4,,,2,,6,1434769.015
Initial Penalty,"$1,200",$0,$0,$0,$0,"$1,200",1434769.015
Current Penalty,"$1,200",$0,$0,$0,$0,"$1,200",1434769.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1434769.015
Initial Violations,,3,2,1,,6,1433182.015
Current Violations,,3,2,1,,6,1433182.015
Initial Penalty,$0,"$381,669","$95,420",$0,$0,"$477,089",1433182.015
Current Penalty,$0,"$267,168","$66,794",$0,$0,"$333,962",1433182.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1433182.015
Initial Violations,,,3,,,3,1432347.015
Current Violations,,,3,,,3,1432347.015
Initial Penalty,$0,$0,"$108,724",$0,$0,"$108,724",1432347.015
Current Penalty,$0,$0,"$70,668",$0,$0,"$70,668",1432347.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1432347.015
Initial Violations,1,,,2,,3,1432609.015
Current Violations,1,,,2,,3,1432609.015
Initial Penalty,"$10,125",$0,$0,$700,$0,"$10,825",1432609.015
Current Penalty,"$10,125",$0,$0,$700,$0,"$10,825",1432609.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1432609.015
Initial Violations,,,,1,,1,1429028.015
Current Violations,,,,1,,1,1429028.015
Initial Penalty,$0,$0,$0,"$1,928",$0,"$1,928",1429028.015
Current Penalty,$0,$0,$0,"$1,500",$0,"$1,500",1429028.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1429028.015
Initial Violations,,2,3,,,5,1431460.015
Current Violations,,2,3,,,5,1431460.015
Initial Penalty,$0,"$254,446","$269,299",$0,$0,"$523,745",1431460.015
Current Penalty,$0,"$165,390","$175,044",$0,$0,"$340,434",1431460.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1431460.015
Initial Violations,,2,1,2,,5,1428448.015
Current Violations,,2,1,2,,5,1428448.015
Initial Penalty,$0,"$233,248","$63,613",$0,$0,"$296,861",1428448.015
Current Penalty,$0,"$151,611","$41,348",$0,$0,"$192,960",1428448.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1428448.015
Initial Violations,2,,,,,2,1427959.015
Current Violations,2,,,,,2,1427959.015
Initial Penalty,"$19,850",$0,$0,$0,$0,"$19,850",1427959.015
Current Penalty,"$13,895",$0,$0,$0,$0,"$13,895",1427959.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1427959.015
Initial Violations,2,,,1,,3,1426493.015
Current Violations,2,,,1,,3,1426493.015
Initial Penalty,"$26,520",$0,$0,"$2,085",$0,"$28,605",1426493.015
Current Penalty,"$23,868",$0,$0,"$1,877",$0,"$25,745",1426493.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1426493.015
Initial Violations,3,,1,,,4,1430005.015
Current Violations,3,,1,,,4,1430005.015
Initial Penalty,"$1,700",$0,$200,$0,$0,"$1,900",1430005.015
Current Penalty,"$1,700",$0,$200,$0,$0,"$1,900",1430005.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1430005.015
Initial Violations,,,,2,,2,1425738.015
Current Violations,,,,2,,2,1425738.015
Initial Penalty,$0,$0,$0,$700,$0,$700,1425738.015
Current Penalty,$0,$0,$0,$700,$0,$700,1425738.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1425738.015
Initial Violations,,,,1,,1,1419168.015
Current Violations,,,,1,,1,1419168.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1419168.015
Current Penalty,$0,$0,$0,$0,$0,$0,1419168.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1419168.015
Initial Violations,,,,1,,1,1419463.015
Current Violations,,,,1,,1,1419463.015
Initial Penalty,$0,$0,$0,$425,$0,$425,1419463.015
Current Penalty,$0,$0,$0,$425,$0,$425,1419463.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1419463.015
Initial Violations,,1,2,,,3,1419355.015
Current Violations,,1,2,,,3,1419355.015
Initial Penalty,$0,"$127,223","$148,434",$0,$0,"$275,657",1419355.015
Current Penalty,$0,"$127,223","$148,434",$0,$0,"$275,657",1419355.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1419355.015
Initial Violations,,,2,,,2,1414649.015
Current Violations,,,2,,,2,1414649.015
Initial Penalty,$0,$0,"$208,384",$0,$0,"$208,384",1414649.015
Current Penalty,$0,$0,"$135,450",$0,$0,"$135,450",1414649.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1414649.015
Initial Violations,2,,,,,2,1415268.015
Current Violations,2,,,,,2,1415268.015
Initial Penalty,"$8,700",$0,$0,$0,$0,"$8,700",1415268.015
Current Penalty,"$8,700",$0,$0,$0,$0,"$8,700",1415268.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1415268.015
Initial Violations,,,1,,,1,1411428.015
Current Violations,,,1,,,1,1411428.015
Initial Penalty,$0,$0,"$104,192",$0,$0,"$104,192",1411428.015
Current Penalty,$0,$0,"$78,144",$0,$0,"$78,144",1411428.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1411428.015
Initial Violations,,,,1,,1,1408776.015
Current Violations,,,,1,,1,1408776.015
Initial Penalty,$0,$0,$0,$410,$0,$410,1408776.015
Current Penalty,$0,$0,$0,$410,$0,$410,1408776.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1408776.015
Initial Violations,1,,1,,,2,1406066.015
Current Violations,1,,1,,,2,1406066.015
Initial Penalty,"$10,419",$0,"$52,096",$0,$0,"$62,515",1406066.015
Current Penalty,"$6,250",$0,"$31,259",$0,$0,"$37,509",1406066.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1406066.015
Initial Violations,,,2,2,,4,1405495.015
Current Violations,,,2,2,,4,1405495.015
Initial Penalty,$0,$0,"$132,000",$0,$0,"$132,000",1405495.015
Current Penalty,$0,$0,"$118,800",$0,$0,"$118,800",1405495.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1405495.015
Initial Violations,,,1,,,1,1402986.015
Current Violations,,,1,,,1,1402986.015
Initial Penalty,$0,$0,"$3,750",$0,$0,"$3,750",1402986.015
Current Penalty,$0,$0,"$3,750",$0,$0,"$3,750",1402986.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1402986.015
Initial Violations,,,3,,,3,1399905.015
Current Violations,,,3,,,3,1399905.015
Initial Penalty,$0,$0,"$340,982",$0,$0,"$340,982",1399905.015
Current Penalty,$0,$0,"$204,589",$0,$0,"$204,589",1399905.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1399905.015
Initial Violations,2,,,,,2,1414139.015
Current Violations,2,,,,,2,1414139.015
Initial Penalty,$600,$0,$0,$0,$0,$600,1414139.015
Current Penalty,$600,$0,$0,$0,$0,$600,1414139.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1414139.015
Initial Violations,1,,,2,,3,1398424.015
Current Violations,1,,,2,,3,1398424.015
Initial Penalty,"$5,000",$0,$0,"$1,000",$0,"$6,000",1398424.015
Current Penalty,"$5,000",$0,$0,"$1,000",$0,"$6,000",1398424.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1398424.015
Initial Violations,,,2,,,2,1398141.015
Current Violations,,,2,,,2,1398141.015
Initial Penalty,$0,$0,"$10,500",$0,$0,"$10,500",1398141.015
Current Penalty,$0,$0,"$10,500",$0,$0,"$10,500",1398141.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1398141.015
Initial Violations,,,1,,,1,1396954.015
Current Violations,,,1,,,1,1396954.015
Initial Penalty,$0,$0,"$55,000",$0,$0,"$55,000",1396954.015
Current Penalty,$0,$0,"$55,000",$0,$0,"$55,000",1396954.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1396954.015
Initial Violations,,,1,,,1,1397146.015
Current Violations,,,1,,,1,1397146.015
Initial Penalty,$0,$0,"$40,651",$0,$0,"$40,651",1397146.015
Current Penalty,$0,$0,"$40,651",$0,$0,"$40,651",1397146.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1397146.015
Initial Violations,,1,,,,1,1396112.015
Current Violations,,1,,,,1,1396112.015
Initial Penalty,$0,"$55,000",$0,$0,$0,"$55,000",1396112.015
Current Penalty,$0,"$44,000",$0,$0,$0,"$44,000",1396112.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1396112.015
Initial Violations,,,,3,,3,1395047.015
Current Violations,,,,3,,3,1395047.015
Initial Penalty,$0,$0,$0,"$1,350",$0,"$1,350",1395047.015
Current Penalty,$0,$0,$0,"$1,350",$0,"$1,350",1395047.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1395047.015
Initial Violations,,,2,,,2,1393119.015
Current Violations,,,2,,,2,1393119.015
Initial Penalty,$0,$0,"$125,026",$0,$0,"$125,026",1393119.015
Current Penalty,$0,$0,"$85,000",$0,$0,"$85,000",1393119.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1393119.015
Initial Violations,,,1,1,,2,1392698.015
Current Violations,,,1,1,,2,1392698.015
Initial Penalty,$0,$0,"$104,192",$0,$0,"$104,192",1392698.015
Current Penalty,$0,$0,"$62,516",$0,$0,"$62,516",1392698.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1392698.015
Initial Violations,,,2,,,2,1392581.015
Current Violations,,,2,,,2,1392581.015
Initial Penalty,$0,$0,"$229,218",$0,$0,"$229,218",1392581.015
Current Penalty,$0,$0,"$148,992",$0,$0,"$148,992",1392581.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1392581.015
Initial Violations,2,,1,,,3,1391852.015
Current Violations,2,,1,,,3,1391852.015
Initial Penalty,"$26,520",$0,"$125,026",$0,$0,"$151,546",1391852.015
Current Penalty,"$17,238",$0,"$81,267",$0,$0,"$98,505",1391852.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1391852.015
Initial Violations,,,4,,,4,1392229.015
Current Violations,,,4,,,4,1392229.015
Initial Penalty,$0,$0,"$458,436",$0,$0,"$458,436",1392229.015
Current Penalty,$0,$0,"$297,983",$0,$0,"$297,983",1392229.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1392229.015
Initial Violations,,,3,,,3,1391524.015
Current Violations,,,3,,,3,1391524.015
Initial Penalty,$0,$0,"$288,700",$0,$0,"$288,700",1391524.015
Current Penalty,$0,$0,"$187,655",$0,$0,"$187,655",1391524.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1391524.015
Initial Violations,,,2,,,2,1391372.015
Current Violations,,,2,,,2,1391372.015
Initial Penalty,$0,$0,"$229,218",$0,$0,"$229,218",1391372.015
Current Penalty,$0,$0,"$148,992",$0,$0,"$148,992",1391372.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1391372.015
Initial Violations,,,3,,,3,1389876.015
Current Violations,,,3,,,3,1389876.015
Initial Penalty,$0,$0,"$208,368",$0,$0,"$208,368",1389876.015
Current Penalty,$0,$0,"$135,442",$0,$0,"$135,442",1389876.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1389876.015
Initial Violations,2,,,,,2,1389326.015
Current Violations,2,,,,,2,1389326.015
Initial Penalty,"$14,260",$0,$0,$0,$0,"$14,260",1389326.015
Current Penalty,"$9,982",$0,$0,$0,$0,"$9,982",1389326.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1389326.015
Initial Violations,2,,,,,2,1389880.015
Current Violations,2,,,,,2,1389880.015
Initial Penalty,"$12,360",$0,$0,$0,$0,"$12,360",1389880.015
Current Penalty,"$8,652",$0,$0,$0,$0,"$8,652",1389880.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1389880.015
Initial Violations,,,2,,,2,1386120.015
Current Violations,,,2,,,2,1386120.015
Initial Penalty,$0,$0,"$10,000",$0,$0,"$10,000",1386120.015
Current Penalty,$0,$0,"$10,000",$0,$0,"$10,000",1386120.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1386120.015
Initial Violations,1,,,,,1,1362039.015
Current Violations,1,,,,,1,1362039.015
Initial Penalty,"$8,856",$0,$0,$0,$0,"$8,856",1362039.015
Current Penalty,"$8,856",$0,$0,$0,$0,"$8,856",1362039.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1362039.015
Initial Violations,2,,,,,2,1379729.015
Current Violations,2,,,,,2,1379729.015
Initial Penalty,"$38,250",$0,$0,$0,$0,"$38,250",1379729.015
Current Penalty,"$19,120",$0,$0,$0,$0,"$19,120",1379729.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1379729.015
Initial Violations,,,1,,,1,1378126.015
Current Violations,,,1,,,1,1378126.015
Initial Penalty,$0,$0,"$55,000",$0,$0,"$55,000",1378126.015
Current Penalty,$0,$0,"$41,250",$0,$0,"$41,250",1378126.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1378126.015
Initial Violations,,,,1,,1,1374186.015
Current Violations,,,,1,,1,1374186.015
Initial Penalty,$0,$0,$0,$250,$0,$250,1374186.015
Current Penalty,$0,$0,$0,$250,$0,$250,1374186.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1374186.015
Initial Violations,1,,2,,,3,1365813.015
Current Violations,1,,2,,,3,1365813.015
Initial Penalty,"$2,500",$0,"$60,000",$0,$0,"$62,500",1365813.015
Current Penalty,"$1,750",$0,"$42,000",$0,$0,"$43,750",1365813.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1365813.015
Initial Violations,,,,1,,1,1366312.015
Current Violations,,,,1,,1,1366312.015
Initial Penalty,$0,$0,$0,$350,$0,$350,1366312.015
Current Penalty,$0,$0,$0,$245,$0,$245,1366312.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1366312.015
Initial Violations,3,,,,,3,1364477.015
Current Violations,3,,,,,3,1364477.015
Initial Penalty,"$18,943",$0,$0,$0,$0,"$18,943",1364477.015
Current Penalty,"$11,500",$0,$0,$0,$0,"$11,500",1364477.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1364477.015
Initial Violations,2,,1,,,3,1363963.015
Current Violations,2,,1,,,3,1363963.015
Initial Penalty,"$8,500",$0,"$25,000",$0,$0,"$33,500",1363963.015
Current Penalty,"$8,500",$0,"$25,000",$0,$0,"$33,500",1363963.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1363963.015
Initial Violations,1,,,,,1,1364308.015
Current Violations,1,,,,,1,1364308.015
Initial Penalty,"$4,500",$0,$0,$0,$0,"$4,500",1364308.015
Current Penalty,"$2,250",$0,$0,$0,$0,"$2,250",1364308.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1364308.015
Initial Violations,,,1,,,1,1365021.015
Current Violations,,,1,,,1,1365021.015
Initial Penalty,$0,$0,"$3,300",$0,$0,"$3,300",1365021.015
Current Penalty,$0,$0,"$3,300",$0,$0,"$3,300",1365021.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1365021.015
Initial Violations,,,1,5,,6,1366266.015
Current Violations,,,1,5,,6,1366266.015
Initial Penalty,$0,$0,"$3,750","$2,710",$0,"$6,460",1366266.015
Current Penalty,$0,$0,"$3,750","$2,710",$0,"$6,460",1366266.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1366266.015
Initial Violations,,,,1,,1,1361948.015
Current Violations,,,,1,,1,1361948.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1361948.015
Current Penalty,$0,$0,$0,$0,$0,$0,1361948.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1361948.015
Initial Violations,1,,,1,,2,1361935.015
Current Violations,1,,,1,,2,1361935.015
Initial Penalty,"$3,300",$0,$0,$0,$0,"$3,300",1361935.015
Current Penalty,"$3,300",$0,$0,$0,$0,"$3,300",1361935.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1361935.015
Initial Violations,,,,2,,2,1359722.015
Current Violations,,,,2,,2,1359722.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1359722.015
Current Penalty,$0,$0,$0,$0,$0,$0,1359722.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1359722.015
Initial Violations,,,3,2,,5,1357645.015
Current Violations,,,3,2,,5,1357645.015
Initial Penalty,$0,$0,"$56,250",$350,$0,"$56,600",1357645.015
Current Penalty,$0,$0,"$39,345",$275,$0,"$39,620",1357645.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1357645.015
Initial Violations,1,,,,,1,1358113.015
Current Violations,1,,,,,1,1358113.015
Initial Penalty,"$1,400",$0,$0,$0,$0,"$1,400",1358113.015
Current Penalty,"$1,400",$0,$0,$0,$0,"$1,400",1358113.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1358113.015
Initial Violations,5,7,,,,12,1358146.015
Current Violations,5,4,,,,9,1358146.015
Initial Penalty,"$13,200","$490,000",$0,$0,$0,"$503,200",1358146.015
Current Penalty,"$13,200","$280,000",$0,$0,$0,"$293,200",1358146.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1358146.015
Initial Violations,1,,5,1,,7,1357511.015
Current Violations,1,,5,1,,7,1357511.015
Initial Penalty,"$3,000",$0,"$110,000",$250,$0,"$113,250",1357511.015
Current Penalty,"$2,025",$0,"$77,000",$250,$0,"$79,275",1357511.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1357511.015
Initial Violations,,,,1,,1,1356600.015
Current Violations,,,,1,,1,1356600.015
Initial Penalty,$0,$0,$0,$200,$0,$200,1356600.015
Current Penalty,$0,$0,$0,$200,$0,$200,1356600.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1356600.015
Initial Violations,,,,1,,1,1353484.015
Current Violations,,,,1,,1,1353484.015
Initial Penalty,$0,$0,$0,$795,$0,$795,1353484.015
Current Penalty,$0,$0,$0,$795,$0,$795,1353484.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1353484.015
Initial Violations,,,,2,,2,1353524.015
Current Violations,,,,2,,2,1353524.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1353524.015
Current Penalty,$0,$0,$0,$0,$0,$0,1353524.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1353524.015
Initial Violations,3,,1,1,,5,1351299.015
