#,Citation ID,Citaton Type,Standard,Issuance Date,Abatement Due Date,Current Penalty,Initial Penalty,FTA Penalty,Contest,Latest Event,Note,activity_code
1.0,1001,Serious,19100036 G02,09/14/2015,,"$1,800","$3,000",$0,,I - Informal Settlement,,1079844.015
2.0,1002,Serious,19100037 A03,09/14/2015,,"$1,800","$3,000",$0,,I - Informal Settlement,,1079844.015
1.0,1001,Other,19100178 M05 III,11/30/2015,12/10/2015,"$4,200","$6,000",$0,,I - Informal Settlement,,1083884.015
1.0,1001,Repeat,19100037 A03,10/08/2015,,"$27,500","$55,000",$0,,I - Informal Settlement,,1062209.015
2.0,2001,Other,19040040 A,10/08/2015,,$550,"$1,100",$0,,I - Informal Settlement,,1062209.015
1.0,1001,Serious,19100037 A03,11/10/2014,11/14/2014,"$2,450","$3,750",$0,,I - Informal Settlement,,317843498.0
1.0,1001,Repeat,19100036 G02,06/16/2014,07/18/2014,"$5,000","$10,000",$0,,I - Informal Settlement,,317403848.0
1.0,1001,Other,19100037 A03,08/19/2013,08/22/2013,$0,$0,$0,,-,,316785211.0
2.0,1002,Other,19100303 G01 II,08/19/2013,08/22/2013,$0,$0,$0,,-,,316785211.0
1.0,01001,Serious,95012901,11/22/2013,11/27/2013,"$2,800","$4,000",$0,,I - Informal Settlement,,317275378.0
2.0,02001,Other,19100026 C02 VII,11/22/2013,11/27/2013,$840,"$1,200",$0,,I - Informal Settlement,,317275378.0
3.0,02002A,Other,19101200 B04 II,11/22/2013,01/13/2014,$840,"$1,200",$0,,I - Informal Settlement,,317275378.0
4.0,02002B,Other,19101200 B04 III,11/22/2013,12/19/2013,$0,$0,$0,,I - Informal Settlement,,317275378.0
1.0,1001,Serious,19101200 G08,12/12/2012,01/09/2013,"$1,934","$2,975",$0,,I - Informal Settlement,,316547587.0
1.0,1001,Other,19100303 G01 IA,10/18/2012,11/13/2012,$0,$0,$0,,-,,316754340.0
1.0,1001,Other,19100037 A03,04/04/2011,04/07/2011,$0,$0,$0,,-,,313826208.0
2.0,1002,Other,19100157 C01,04/04/2011,04/07/2011,$0,$0,$0,,-,,313826208.0
3.0,1003,Other,19100303 G01 II,04/04/2011,04/07/2011,$0,$0,$0,,-,,313826208.0
1.0,1001,Other,19100305 B02,02/04/2010,03/03/2010,$975,"$2,750",$0,,I - Informal Settlement,,314021304.0
2.0,2001,Other,19100037 A04,02/04/2010,03/03/2010,$0,$0,$0,,-,,314021304.0
3.0,2002,Other,19100157 C01,02/04/2010,03/03/2010,$0,$0,$0,,-,,314021304.0
4.0,2003,Other,19100157 E02,02/04/2010,03/03/2010,$0,$0,$0,,-,,314021304.0
5.0,2004,Other,19100305 G01 IVA,02/04/2010,03/03/2010,$0,$0,$0,,-,,314021304.0
6.0,2005,Other,19101200 H01 I,02/04/2010,03/03/2010,$0,$0,$0,,-,,314021304.0
