Unnamed: 0,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
1115,1057017.015,04/21/2015,317900,PA,Complaint,Partial,,452990,1,Dollar General Corp.,Dollar General,2012-12-31,2022-12-31,CLOSED,1057017.015,317900,04/21/2015,"Dollar General Corp.
			   1720 Butler StreetEaston, PA 18042","1720 Butler Street, Easton, PA 18042",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,04/21/2015,L,07/23/2015,1057017.015,,,,,,,,,Initial Violations,1,,,,,1,1057017.015
1120,1057045.015,04/21/2015,316700,PA,Complaint,Partial,,452990,4,Dollar General Corporation,Dollar General,2012-12-31,2022-12-31,CLOSED,1057045.015,316700,04/21/2015,"Dollar General Corporation
			   700 S. 4th StreetHamburg, PA 19526","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/16/2015,,02/16/2016,1057045.015,,,,,,,,,Initial Violations,1,,3,,,4,1057045.015
1125,1048760.015,03/25/2015,316400,WV,Complaint,Partial,,452990,2,Dollar General Corporation,Dollar General,2012-12-31,2022-12-31,CLOSED,1048760.015,316400,03/25/2015,"Dollar General Corporation
			   421 Main StreetMadison, WV 25130","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,03/25/2015,,02/16/2016,1048760.015,,,,,,,,,Initial Violations,,,2,,,2,1048760.015
1130,1047625.015,03/19/2015,522000,OH,Complaint,Partial,,452112,1,Dollar General Corporation,Dollar General,2012-12-31,2022-12-31,CLOSED,1047625.015,522000,03/19/2015,"Dollar General  Corporation
			   310 North Main StreetNew Madison, OH 45346","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,06/17/2015,,07/23/2015,1047625.015,,,,,,,,,Initial Violations,1,,,,,1,1047625.015
1135,1047652.015,03/19/2015,522000,OH,Complaint,Partial,,452112,1,Dollar General Corporation,Dollar General,2012-12-31,2022-12-31,CLOSED,1047652.015,522000,03/19/2015,"Dollar General  Corporation
			   310 North Main StreetNew Madison, OH 45346","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,04/20/2015,,05/26/2015,1047652.015,,,,,,,,,Initial Violations,,,,1,,1,1047652.015
1140,317945020.0,01/27/2015,453730,NC,Planned,Complete,5331.0,452990,2,Dollar General - Store #02556,Dollar General,2012-12-31,2022-12-31,ERROR,317945020.0,453730,01/27/2015,"Dollar General - Store #02556
			   3254 Nc Hwy. 127 S.Hickory, NC 28602","Corporate Risk Mgmnt. Dept., 100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,5331.0,452990/All Other General Merchandise Stores,Planned,Complete,N,Private,Safety,01/27/2015,,03/17/2015,317945020.0,,,,,,,,Safety-Manufacturing,Initial Violations,,,,2,,2,317945020.0
1145,1016430.015,01/06/2015,317500,PA,Complaint,Partial,,453998,3,Dollar General Corporation,Dollar General,2012-12-31,2022-12-31,CLOSED,1016430.015,317500,01/06/2015,"Dollar General Corporation
			   6239 Route 88Finleyville, PA 15332","6239 Route 88, Finleyville, PA 15332",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,01/06/2015,,09/30/2015,1016430.015,,,,,,,,,Initial Violations,3,,,,,3,1016430.015
1150,1012465.015,12/08/2014,418200,GA,Complaint,Partial,,452112,4,"Dollar General Corporation, Store #4800",Dollar General,2012-12-31,2022-12-31,CLOSED,1012465.015,418200,12/08/2014,"Dollar General Corporation, Store #4800
			   203 Wedowee StreetBowdon, GA 30108","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,12/08/2014,,04/16/2015,1012465.015,,,,,,,,,Initial Violations,,,4,,,4,1012465.015
1155,1008065.015,11/13/2014,317300,DE,Complaint,Partial,,452990,4,Dollar General Corporation,Dollar General,2012-12-31,2022-12-31,CLOSED,1008065.015,317300,11/13/2014,"Dollar General Corporation
			   1679 Pulaski HighwayBear, DE 19701","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,11/18/2014,L,12/16/2015,1008065.015,,,,,,,,,Initial Violations,,1,2,1,,4,1008065.015
1160,1003589.015,10/24/2014,215800,NY,Complaint,Partial,,452990,5,Dollar General Corporation,Dollar General,2012-12-31,2022-12-31,CLOSED,1003589.015,215800,10/24/2014,"Dollar General Corporation
			   6010 New Hartford Street Store #6125Wolcott, NY 14590","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/28/2014,,03/13/2015,1003589.015,,,,,,,,,Initial Violations,3,,2,,,5,1003589.015
1165,317843498.0,10/23/2014,453720,NC,Planned,Complete,5399.0,452990,1,"Dolgencorp, Llc Dba Dollar General Store #11069",Dollar General,2012-12-31,2022-12-31,ERROR,317843498.0,453720,10/23/2014,"Dolgencorp, Llc Dba Dollar General Store #11069
			   4710 Hicone RoadGreensboro, NC 27405",", ,  00000",NonUnion,5399.0,452990/All Other General Merchandise Stores,Planned,Complete,N,Private,Safety,10/30/2014,,12/30/2014,317843498.0,,,,,,,,Safety-Manufacturing,Initial Violations,1,,,,,1,317843498.0
1205,316983402.0,09/18/2014,950647,CA,Unprog Rel,Partial,5331.0,452990,5,Dollar General,Dollar General,2012-12-31,2022-12-31,ERROR,316983402.0,950647,09/18/2014,"Dollar General
			   4193 Industrial Parkway DriveLebec, CA 93243","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,5331.0,452990/All Other General Merchandise Stores,Unprog Rel,Partial,N,Private,Safety,02/24/2015,,04/14/2015,316983402.0,,,,,,,,,Initial Violations,2,,,3,,5,316983402.0
1210,992417.015,08/28/2014,418100,GA,Complaint,Partial,,452112,2,Dollar General Corporation,Dollar General,2012-12-31,2022-12-31,CLOSED,992417.015,418100,08/28/2014,"Dollar General Corporation
			   7118 Hwy 278Covington, GA 30014","7118 Hwy 278, Covington, GA 30014",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,08/28/2014,,10/06/2014,992417.015,,,,,,,,,Initial Violations,,,1,1,,2,992417.015
1215,317730505.0,08/25/2014,950633,CA,Referral,Partial,5331.0,452990,3,Dollar General,Dollar General,2012-12-31,2022-12-31,ERROR,317730505.0,950633,08/25/2014,"Dollar General
			   300 W Main StreetBarstow, CA 92311","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,5331.0,452990/All Other General Merchandise Stores,Referral,Partial,N,Private,Safety,10/01/2014,,11/24/2014,317730505.0,,,,,,,,,Initial Violations,,,,3,,3,317730505.0
1220,990109.015,08/14/2014,316700,PA,Complaint,Partial,,493110,2,Dollar General Corporation,Dollar General,2012-12-31,2022-12-31,CLOSED,990109.015,316700,08/14/2014,"Dollar General Corporation
			   30 Martha DriveBethel, PA 19507","30 Martha Drive, Bethel, PA 19507",NonUnion,,493110/General Warehousing and Storage,Complaint,Partial,N,Private,Safety,08/14/2014,,01/16/2015,990109.015,,,,,,,,,Initial Violations,1,,,1,,2,990109.015
1225,989776.015,08/13/2014,625400,TX,Complaint,Partial,,453998,3,Dollar General Store#12501,Dollar General,2012-12-31,2022-12-31,CLOSED,989776.015,625400,08/13/2014,"Dollar General Store#12501
			   7111 Fm West 1431Granite Shls, TX 78654","7111 Fm West 1431, Granite Shls, TX 78654",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,09/25/2014,,11/12/2014,989776.015,,,,,,,,,Initial Violations,2,,1,,,3,989776.015
1230,989056.015,08/04/2014,419400,MS,Complaint,Partial,,452990,4,Dollar General,Dollar General,2012-12-31,2022-12-31,CLOSED,989056.015,419400,08/04/2014,"Dollar General
			   2200 Highway 49Brooklyn, MS 39425","2200 Highway 49, Brooklyn, MS 39425",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/14/2014,,12/09/2014,989056.015,,,,,,,,,Initial Violations,,,4,,,4,989056.015
1235,985177.015,07/09/2014,317500,PA,Complaint,Partial,,452990,3,Dollar General Store #6445,Dollar General,2012-12-31,2022-12-31,CLOSED,985177.015,317500,07/09/2014,"Dollar General Store #6445
			   2297 Curryville RoadMartinsburg, PA 16662","2297 Curryville Road, Martinsburg, PA 16662",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,07/09/2014,,08/04/2014,985177.015,,,,,,,,,Initial Violations,1,,,2,,3,985177.015
1240,317692705.0,04/09/2014,355112,VA,Complaint,Partial,5311.0,452112,3,Dollar General Store #9393,Dollar General,2012-12-31,2022-12-31,ERROR,317692705.0,355112,04/09/2014,"Dollar General Store #9393
			   1435 Bainbridge BoulevardChesapeake, VA 23324",", ,  00000",NonUnion,5311.0,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,04/09/2014,,06/30/2014,317692705.0,,,,,,,,Safety-Manufacturing,Initial Violations,2,,,1,,3,317692705.0
1245,317724094.0,04/04/2014,454725,TN,Complaint,Partial,5399.0,452990,5,Dollar General Store,Dollar General,2012-12-31,2022-12-31,ERROR,317724094.0,454725,04/04/2014,"Dollar General Store
			   9 N Main StreetLexington, TN 38351",", ,  00000",NonUnion,5399.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,04/04/2014,,06/17/2014,317724094.0,,,,,,,,,Initial Violations,,,,5,,5,317724094.0
1250,317403848.0,01/17/2014,551800,IN,Complaint,Partial,5331.0,452990,1,Dolgencorp Dba Dollar General Store 2810,Dollar General,2012-12-31,2022-12-31,ERROR,317403848.0,551800,01/17/2014,"Dolgencorp Dba Dollar General Store 2810
			   3121 East State StreetFort Wayne, IN 46805",", ,  00000",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,01/23/2014,,09/03/2014,317403848.0,,,,,,,,Safety-Manufacturing,Initial Violations,,,1,,,1,317403848.0
1290,317313856.0,01/08/2014,453730,NC,Complaint,Partial,5331.0,452990,7,Dollar General,Dollar General,2012-12-31,2022-12-31,ERROR,317313856.0,453730,01/08/2014,"Dollar General
			   545 Cox RoadGastonia, NC 28054",", ,  00000",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,01/08/2014,,03/25/2015,317313856.0,,,,,,,,Safety-Manufacturing,Initial Violations,5,,,2,,7,317313856.0
1295,317275378.0,07/22/2013,453710,NC,Referral,Partial,5331.0,452990,3,"Dolgencorp, Llc Dba Dollar General Store # 1832",Dollar General,2012-12-31,2022-12-31,ERROR,317275378.0,453710,07/22/2013,"Dolgencorp, Llc Dba Dollar General Store # 1832
			   1233 Hargett StreetJacksonville, NC 28540","100 Mission Ridge Attention Risk Management, Goodlettsville, TN 37072",NonUnion,5331.0,452990/All Other General Merchandise Stores,Referral,Partial,N,Private,Safety,11/21/2013,,02/03/2014,317275378.0,200361780.0,07/16/2013,Employee Is Struck By Collapsed Shelving And Is Injured,Nc Raleigh, ,"On July 16, 2013, Employee #1 was sorting product on a seven tier high shelving that was 60 ft in length. The shelving was located on the back wall of the store. While she was sorting the product, the shelving suddenly tipped over and fell on her, causing her to sustain strains and contusions. Emergency medical personnel were summoned. They arrived and transported Employee #1 by ambulance to a medical center, where she was treated and then released.","collapse, unsecured, storage rack, struck by, contusion, overturn, unstable position",Safety-Manufacturing,Initial Violations,1,,,2,,3,317275378.0
1335,317155430.0,06/21/2013,355111,VA,Complaint,Partial,5311.0,452112,3,Dollar General,Dollar General,2012-12-31,2022-12-31,ERROR,317155430.0,355111,06/21/2013,"Dollar General
			   Store #03210, 7528 Mechanicsville TurnpikeMechanicsville, VA 23111","7528 Mechanicsville Turnpike, Mechanicsville, VA 23111",NonUnion,5311.0,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,06/25/2013,,09/12/2013,317155430.0,,,,,,,,,Initial Violations,1,,,2,,3,317155430.0
1340,907752.015,05/21/2013,627100,AR,Planned,Partial,,452990,6,Dollar General Store #11579,Dollar General,2012-12-31,2022-12-31,CLOSED,907752.015,627100,05/21/2013,"Dollar General Store #11579
			   1523 E. Main StEl Dorado, AR 71730","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Planned,Partial,N,Private,Health,05/21/2013,P,09/09/2013,907752.015,,,,,,,,,Initial Violations,,,4,2,,6,907752.015
1345,905396.015,05/06/2013,627700,OK,Planned,Complete,,493110,4,Dollar General Corporation,Dollar General,2012-12-31,2022-12-31,CLOSED,905396.015,627700,05/06/2013,"Dollar General Corporation
			   401 General DriveArdmore, OK 73401","401 General Drive, Ardmore, OK 73401",NonUnion,,493110/General Warehousing and Storage,Planned,Complete,N,Private,Safety,05/08/2013,P,09/09/2013,905396.015,,,,,,,,,Initial Violations,3,,1,,,4,905396.015
1350,892872.015,03/05/2013,522500,OH,Complaint,Partial,,452112,1,Dollar General #09587,Dollar General,2012-12-31,2022-12-31,CLOSED,892872.015,522500,03/05/2013,"Dollar General #09587
			   3881 Columbus RoadCenterburg, OH 43011","Risk Management Department 100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,03/05/2013,,06/07/2013,892872.015,,,,,,,,,Initial Violations,,,1,,,1,892872.015
1355,892646.015,02/27/2013,627100,AR,Complaint,Partial,,452990,4,Dollar General Store #7495,Dollar General,2012-12-31,2022-12-31,CLOSED,892646.015,627100,02/27/2013,"Dollar General Store #7495
			   921 East Douglas St.Prairie Grove, AR 72753","100 Misson Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/28/2013,,09/03/2013,892646.015,,,,,,,,,Initial Violations,2,,1,1,,4,892646.015
1360,316624287.0,02/13/2013,454510,SC,Complaint,Partial,5331.0,452990,1,Dollar General Corporation,Dollar General,2012-12-31,2022-12-31,ERROR,316624287.0,454510,02/13/2013,"Dollar General Corporation
			   1451 Spartanburg HwyJonesville, SC 29353",", ,  00000",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/14/2013,,06/26/2013,316624287.0,,,,,,,,Safety-Manufacturing,Initial Violations,1,,,,,1,316624287.0
1365,765542.015,12/03/2012,729700,KS,Fat/Cat,Partial,,452990,1,Dollar General Store #3144,Dollar General,2010-01-01,2012-12-30,CLOSED,765542.015,729700,12/03/2012,"Dollar General Store #3144
			   4610 E. 13th St.Wichita, KS 67208","4610 E. 13th St., Wichita, KS 67208",NonUnion,,452990/All Other General Merchandise Stores,Fat/Cat,Partial,N,Private,Safety,12/03/2012,,03/04/2013,765542.015,35516.015,11/30/2012,Employee And Customer Are Shot And Killed During Store Confr,Wichita, ,"At 8:00 p.m. on November 30, 2012, an employee and coworker were working at a re tail store in Wichita, KS.  The employee was working as a cashier and someone en tered the store, shooting the employee and a customer in a random act of violenc e.  The coworker was in the back stock room and came out front after the shootin g was over with.  The employee and the customer were killed from gunshot wounds. ","gunshot, workplace violence",,Initial Violations,,,,1,,1,765542.015
1370,316547587.0,11/14/2012,551800,IN,Complaint,Partial,5331.0,452990,1,Dolgencorp Llc Dba Dollar General #1598,Dollar General,2010-01-01,2012-12-30,ERROR,316547587.0,551800,11/14/2012,"Dolgencorp Llc Dba Dollar General #1598
			   1940 South State Road 57Oakland City, IN 47660",", ,  00000",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,11/26/2012,,01/17/2013,316547587.0,,,,,,,,Health-Manufacturing,Initial Violations,1,,,,,1,316547587.0
1410,728361.015,11/08/2012,626600,TX,Referral,Partial,,453998,2,Dollar General Corporation #9517,Dollar General,2010-01-01,2012-12-30,CLOSED,728361.015,626600,11/08/2012,"Dollar General Corporation #9517
			   405 N. Main StMadisonville, TX 77864","405 N. Main St, Madisonville, TX 77864",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Partial,N,Private,Safety,11/08/2012,,08/21/2014,728361.015,,,,,,,,,Initial Violations,2,,,,,2,728361.015
1415,316754340.0,10/10/2012,453710,NC,Complaint,Partial,5331.0,452990,1,"Dolgencorp, Llc Dba Dollar General",Dollar General,2010-01-01,2012-12-30,ERROR,316754340.0,453710,10/10/2012,"Dolgencorp, Llc Dba Dollar General
			   7043 Knightdale BoulevardKnightdale, NC 27545",", ,  00000",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,10/10/2012,,10/25/2012,316754340.0,,,,,,,,Health-Manufacturing,Initial Violations,,,,1,,1,316754340.0
1455,588783.015,08/23/2012,521400,IL,Complaint,Partial,,452990,2,Dollar General,Dollar General,2010-01-01,2012-12-30,CLOSED,588783.015,521400,08/23/2012,"Dollar General
			   380 W. Galena Suite BAurora, IL 60506","380 W. Galena Suite B, Aurora, IL 60506",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,08/23/2012,,12/05/2012,588783.015,,,,,,,,,Initial Violations,,,2,,,2,588783.015
1460,315386185.0,07/19/2012,552652,MI,Complaint,Partial,5331.0,452990,2,Dollar General,Dollar General,2010-01-01,2012-12-30,ERROR,315386185.0,552652,07/19/2012,"Dollar General
			   614 N Main StOlivet, MI 49076","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Health,08/09/2012,,09/26/2012,315386185.0,,,,,,,,Health-Manufacturing,Initial Violations,,,,2,,2,315386185.0
1465,316614528.0,07/09/2012,454510,SC,Complaint,Partial,5331.0,452990,2,Dollar General Corporation,Dollar General,2010-01-01,2012-12-30,ERROR,316614528.0,454510,07/09/2012,"Dollar General Corporation
			   704 N F R HuffSaint Matthews, SC 29135","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,07/24/2012,,11/01/2012,316614528.0,,,,,,,,Safety-Manufacturing,Initial Violations,1,,,1,,2,316614528.0
1470,316553668.0,04/17/2012,454716,TN,Complaint,Partial,5399.0,452990,1,Dollar General Corporation,Dollar General,2010-01-01,2012-12-30,ERROR,316553668.0,454716,04/17/2012,"Dollar General Corporation
			   10329 Chapman HwySeymour, TN 37865",", ,  00000",NonUnion,5399.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,04/17/2012,,07/27/2012,316553668.0,,,,,,,,Safety-Manufacturing,Initial Violations,,,,1,,1,316553668.0
1475,315978684.0,11/30/2011,213900,NJ,Complaint,Partial,5331.0,452990,1,Dollar General #12340,Dollar General,2010-01-01,2012-12-30,ERROR,315978684.0,213900,11/30/2011,"Dollar General #12340
			   1001 Fischer BoulevardToms River, NJ 08753",", ,  00000",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,11/30/2011,,01/25/2012,315978684.0,,,,,,,,,Initial Violations,,,1,,,1,315978684.0
1480,316034271.0,11/09/2011,729700,KS,Complaint,Partial,5331.0,452990,2,Dollar General Corporation,Dollar General,2010-01-01,2012-12-30,ERROR,316034271.0,729700,11/09/2011,"Dollar General Corporation
			   320 N. Main StNewton, KS 67114","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,11/09/2011,S,03/30/2012,316034271.0,,,,,,,,,Initial Violations,1,,1,,,2,316034271.0
1485,315884858.0,09/14/2011,316700,PA,Complaint,Partial,5331.0,452990,4,Dollar General Corporation,Dollar General,2010-01-01,2012-12-30,ERROR,315884858.0,316700,09/14/2011,"Dollar General Corporation
			   600c South State RoadMarysville, PA 17053",", ,  00000",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,09/14/2011,,10/31/2011,315884858.0,,,,,,,,,Initial Violations,4,,,,,4,315884858.0
1490,97358.015,08/09/2011,522500,OH,Complaint,Partial,,484121,5,Dollar General Store,Dollar General,2010-01-01,2012-12-30,CLOSED,97358.015,522500,08/09/2011,"Dollar General Store
			   2505 E. Point RdZanesville, OH 43701","2505 E. Point Rd, Zanesville, OH 43701",NonUnion,,"484121/ General Freight Trucking, Long-Distance, Truckload",Complaint,Partial,N,Private,Safety,08/09/2011,L,09/19/2011,97358.015,,,,,,,,,Initial Violations,,,,5,,5,97358.015
1495,315637421.0,06/30/2011,551800,IN,Complaint,Partial,5399.0,452990,3,Dollar General,Dollar General,2010-01-01,2012-12-30,ERROR,315637421.0,551800,06/30/2011,"Dollar General
			   619 West Franklin StreetDelphi, IN 46923",", ,  00000",NonUnion,5399.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,06/30/2011,,09/01/2011,315637421.0,,,,,,,,Safety-Manufacturing,Initial Violations,3,,,,,3,315637421.0
1500,315651430.0,06/07/2011,729300,MO,Unprog Rel,Partial,5331.0,452990,2,Dollar General,Dollar General,2010-01-01,2012-12-30,ERROR,315651430.0,729300,06/07/2011,"Dollar General
			   1900 Cardinal LaneFulton, MO 65251",", ,  00000",NonUnion,5331.0,452990/All Other General Merchandise Stores,Unprog Rel,Partial,N,Private,Safety,08/12/2011,,09/02/2011,315651430.0,,,,,,,,,Initial Violations,1,,,1,,2,315651430.0
1505,314307455.0,05/13/2011,625500,TX,Complaint,Partial,5399.0,452990,3,Dollar General #4730,Dollar General,2010-01-01,2012-12-30,ERROR,314307455.0,625500,05/13/2011,"Dollar General #4730
			   19332 Mcdonald StLytle, TX 78052",", ,  00000",NonUnion,5399.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,05/13/2011,,11/28/2011,314307455.0,,,,,,,,,Initial Violations,3,,,,,3,314307455.0
1510,313826208.0,03/15/2011,453710,NC,Complaint,Partial,5331.0,452990,3,"Dolgencorp, Llc Dba Dollar General Store #10220",Dollar General,2010-01-01,2012-12-30,ERROR,313826208.0,453710,03/15/2011,"Dolgencorp, Llc Dba Dollar General Store #10220
			   1918 N. Us Hwy 220Ellerbe, NC 28338",", ,  00000",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,03/15/2011,,05/02/2011,313826208.0,,,,,,,,Safety-Manufacturing,Initial Violations,,,,3,,3,313826208.0
1550,314910894.0,01/19/2011,729300,MO,Complaint,Partial,5311.0,452112,2,Dollar General,Dollar General,2010-01-01,2012-12-30,ERROR,314910894.0,729300,01/19/2011,"Dollar General
			   210 Plutarch StreetMarble Hill, MO 63764",", ,  00000",NonUnion,5311.0,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,01/19/2011,,03/15/2011,314910894.0,,,,,,,,,Initial Violations,3,,,,,3,314910894.0
1555,314276445.0,12/22/2010,636900,TX,Complaint,Partial,5331.0,452990,2,Dollar General,Dollar General,2010-01-01,2012-12-30,ERROR,314276445.0,636900,12/22/2010,"Dollar General
			   6738 Lake Worth Blvd. Ste. DFort Worth, TX 76135",", ,  00000",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,12/22/2010,,07/14/2011,314276445.0,,,,,,,,,Initial Violations,1,,1,,,2,314276445.0
1560,311879084.0,10/01/2010,336000,PA,Complaint,Partial,5331.0,452990,2,Dollar General #4965,Dollar General,2010-01-01,2012-12-30,ERROR,311879084.0,336000,10/01/2010,"Dollar General #4965
			   2315 W 12th StErie, PA 16505",", ,  00000",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/01/2010,,12/30/2010,311879084.0,,,,,,,,,Initial Violations,1,,,1,,2,311879084.0
1565,314380197.0,09/08/2010,453710,NC,Complaint,Partial,5331.0,452990,1,Dollar General Store #2449,Dollar General,2010-01-01,2012-12-30,ERROR,314380197.0,453710,09/08/2010,"Dollar General Store #2449
			   724 Us Highway 64 EastPlymouth, NC 27962",", ,  00000",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,09/08/2010,S,11/18/2010,314380197.0,,,,,,,,Safety-Manufacturing,Initial Violations,1,,,,,1,314380197.0
1570,311809008.0,07/16/2010,317300,DE,Complaint,Partial,5331.0,452990,4,Dollar General Store #4329,Dollar General,2010-01-01,2012-12-30,ERROR,311809008.0,317300,07/16/2010,"Dollar General Store #4329
			   33266 Coastal HighwayBethany Beach, DE 19930","100 Mission Ridge, Goodlettsville, TN 37022",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,07/16/2010,S,09/15/2010,311809008.0,,,,,,,,,Initial Violations,3,,1,,,4,311809008.0
1575,314300492.0,07/02/2010,625400,TX,Complaint,Complete,5331.0,452990,6,Dollar General Store,Dollar General,2010-01-01,2012-12-30,ERROR,314300492.0,625400,07/02/2010,"Dollar General Store
			   405 East Braker LaneAustin, TX 78753",", ,  00000",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Complete,N,Private,Health,07/02/2010,,02/24/2011,314300492.0,,,,,,,,,Initial Violations,4,,,2,,6,314300492.0
1580,314418914.0,04/29/2010,729300,MO,Complaint,Partial,5311.0,452112,3,Dollar General Corporation,Dollar General,2010-01-01,2012-12-30,ERROR,314418914.0,729300,04/29/2010,"Dollar General Corporation
			   8 Lincoln CenterTroy, MO 63379",", ,  00000",NonUnion,5311.0,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,04/29/2010,L,10/05/2010,314418914.0,,,,,,,,Safety-Manufacturing,Initial Violations,3,,,,,3,314418914.0
1585,314337262.0,03/23/2010,213600,NY,Complaint,Partial,5399.0,452990,4,Dollar General,Dollar General,2010-01-01,2012-12-30,ERROR,314337262.0,213600,03/23/2010,"Dollar General
			   315 West Ferry StreetBuffalo, NY 14213",", ,  00000",NonUnion,5399.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,03/23/2010,,07/01/2010,314337262.0,,,,,,,,,Initial Violations,4,,,,,4,314337262.0
1590,313407330.0,01/22/2010,728500,MO,Complaint,Partial,5331.0,452990,1,Dollar General,Dollar General,2010-01-01,2012-12-30,ERROR,313407330.0,728500,01/22/2010,"Dollar General
			   130 South Main StreetClinton, MO 64735","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/17/2010,,03/26/2010,313407330.0,,,,,,,,,Initial Violations,1,,,,,1,313407330.0
1595,1595340.015,05/10/2022,111100,ME,Fat/Cat,Complete,,452319,1,"Dg Retail, Llc",DG Retail,2012-12-31,2022-12-31,CLOSED,1595340.015,111100,05/10/2022,"Dg Retail, Llc
			   872 Hudson RoadGlenburn, ME 04401","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452319,Fat/Cat,Complete,N,Private,Safety,07/22/2022,,09/21/2022,1595340.015,146151.015,05/09/2022,Employee Dies After Collapsing At Store,Augusta, ,"At 8:30 p.m. on May 9, 2022, an employee was stocking shelves in a retail store. The employee collapsed and  died from an unspecified body system illness and/o r injury.","illness, material handling, retail, unresponsive",,Initial Violations,,,,1,,1,1595340.015
