,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
756,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Current Violations,1,,3,,,4,1450479.015
757,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$18,024",$0,$0,"$26,506",1450479.015
758,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Current Penalty,"$4,665",$0,"$8,331",$0,$0,"$12,996",1450479.015
759,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1450479.015
760,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Initial Violations,1,,3,,,4,1450479.015
761,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Current Violations,1,,3,,,4,1450479.015
762,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$18,024",$0,$0,"$26,506",1450479.015
763,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Current Penalty,"$4,665",$0,"$8,331",$0,$0,"$12,996",1450479.015
764,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1450479.015
765,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Initial Violations,1,,3,,,4,1450479.015
766,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Current Violations,1,,3,,,4,1450479.015
767,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$18,024",$0,$0,"$26,506",1450479.015
768,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Current Penalty,"$4,665",$0,"$8,331",$0,$0,"$12,996",1450479.015
769,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1450479.015
770,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Initial Violations,1,,3,,,4,1450479.015
771,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Current Violations,1,,3,,,4,1450479.015
772,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$18,024",$0,$0,"$26,506",1450479.015
773,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Current Penalty,"$4,665",$0,"$8,331",$0,$0,"$12,996",1450479.015
774,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1450479.015
775,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Initial Violations,1,,3,,,4,1450479.015
776,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Current Violations,1,,3,,,4,1450479.015
777,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$18,024",$0,$0,"$26,506",1450479.015
778,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,Current Penalty,"$4,665",$0,"$8,331",$0,$0,"$12,996",1450479.015
779,1450479.015,12/10/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1450479.015,524500,12/10/2019,"Dg Retail, Llc Dba Dollar General
			   1111 N Cole StBushnell, IL 61422","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,02/24/2020,,06/08/2020,1450479.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1450479.015
780,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Initial Violations,1,,2,1,,4,1439273.015
781,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Current Violations,1,,2,1,,4,1439273.015
782,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$67,848",$0,$0,"$76,330",1439273.015
783,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Current Penalty,"$4,665",$0,"$37,316",$0,$0,"$41,982",1439273.015
784,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1439273.015
785,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Initial Violations,1,,2,1,,4,1439273.015
786,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Current Violations,1,,2,1,,4,1439273.015
787,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$67,848",$0,$0,"$76,330",1439273.015
788,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Current Penalty,"$4,665",$0,"$37,316",$0,$0,"$41,982",1439273.015
789,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1439273.015
790,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Initial Violations,1,,2,1,,4,1439273.015
791,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Current Violations,1,,2,1,,4,1439273.015
792,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$67,848",$0,$0,"$76,330",1439273.015
793,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Current Penalty,"$4,665",$0,"$37,316",$0,$0,"$41,982",1439273.015
794,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1439273.015
795,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Initial Violations,1,,2,1,,4,1439273.015
796,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Current Violations,1,,2,1,,4,1439273.015
797,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$67,848",$0,$0,"$76,330",1439273.015
798,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Current Penalty,"$4,665",$0,"$37,316",$0,$0,"$41,982",1439273.015
799,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",Dollar General,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1439273.015
800,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Initial Violations,1,,2,1,,4,1439273.015
801,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Current Violations,1,,2,1,,4,1439273.015
802,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$67,848",$0,$0,"$76,330",1439273.015
803,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Current Penalty,"$4,665",$0,"$37,316",$0,$0,"$41,982",1439273.015
804,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1439273.015
805,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Initial Violations,1,,2,1,,4,1439273.015
806,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Current Violations,1,,2,1,,4,1439273.015
807,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Initial Penalty,"$8,482",$0,"$67,848",$0,$0,"$76,330",1439273.015
808,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,Current Penalty,"$4,665",$0,"$37,316",$0,$0,"$41,982",1439273.015
809,1439273.015,10/22/2019,524500,IL,Complaint,Partial,,452990,4,"Dg Retail, Llc Dba Dollar General",DG Retail,2012-12-31,2022-12-31,CLOSED,1439273.015,524500,10/22/2019,"Dg Retail, Llc Dba Dollar General
			   354 E Main St.Galesburg, IL 61401",Attn,NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/22/2019,,06/26/2020,1439273.015,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,1439273.015
